school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
CALIFORNIA VIRTUAL ACAD SAN MATEO,Simi Valley,Ventura,0,6,0.0,,
CALIFORNIA VIRTUAL ACAD SUTTER,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,0,0,,3.89,
CALIFORNIA VIRTUAL ACDM SONOMA,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL-SAN JOAQUIN,Simi Valley,Ventura,0,5,0.0,,
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,5,8,62.5,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0,5,0.0,,
CAMINO NUEVO HIGH SCHOOL,Los Angeles,Los Angeles,0,12,0.0,3.43,
CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,0,13,0.0,3.21,
CAMPO HIGH SCHOOL,Pine Valley,San Diego,0,0,,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,20,92,21.74,3.94,4.26
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,3,16,18.75,3.69,
CANYON CREST ACADEMY,San Diego,San Diego,160,261,61.3,3.99,4.12
CANYON HIGH SCHOOL,Anaheim,Orange,48,137,35.04,3.96,4.28
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,6,49,12.24,3.83,4.13
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,47,70,67.14,3.99,4.26
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,32,72,44.44,3.69,4.16
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,38,108,35.19,4.07,4.32
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,9,35,25.71,3.87,4.29
CARLMONT HIGH SCHOOL,Belmont,San Mateo,23,230,10.0,3.96,4.27
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,43,84,51.19,3.94,4.15
CARMEL HIGH SCHOOL,Carmel,Monterey,5,37,13.51,4.02,4.29
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,3,14,21.43,3.83,4.17
CARSON HIGH SCHOOL,Carson,Los Angeles,11,33,33.33,3.74,4.07
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,0,,3.64,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,5,39,12.82,3.84,4.02
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,0,9,0.0,4.07,
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,16,45,35.56,3.88,4.13
CASTLEMONT HIGH SCHOOL,Oakland,Alameda,0,0,,3.42,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,37,190,19.47,3.9,4.27
CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,0,11,0.0,,
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,20,48,41.67,3.7,4.18
CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,0,7,0.0,3.34,
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,6,29,20.69,3.83,4.2
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,0,8,0.0,3.72,4.02
CENTENNIAL HIGH SCHOOL,Corona,Riverside,58,119,48.74,3.82,4.22
CENTER HIGH SCHOOL,Antelope,Sacramento,3,9,33.33,3.7,
CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,3,20,15.0,3.52,4.23
CENTRAL COAST NEW TECH HIGH SC,Nipomo,San Luis Obispo,0,8,0.0,3.93,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,8,43,18.6,3.9,4.21
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,16,36,44.44,3.7,4.09
CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,4,17,23.53,3.86,
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0,0,,,
CENTURY ACADEMY,Thousand Oaks,Ventura,0,0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,8,44,18.18,3.72,4.17
CERES HIGH SCHOOL,Ceres,Stanislaus,7,11,63.64,3.6,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,44,176,25.0,3.87,4.23
CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,0,13,0.0,3.75,
CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,0,9,0.0,3.83,4.03
CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,4,17,23.53,4.0,4.17
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,8,35,22.86,3.63,4.01
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,8,27,29.63,3.74,4.11
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,45,116,38.79,3.86,4.17
CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,0,17,0.0,3.7,
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,13,36,36.11,3.91,4.23
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,0,9,0.0,3.6,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,7,50,14.0,3.73,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,5,28,17.86,3.93,4.28
CHINO HIGH SCHOOL,Chino,San Bernardino,13,45,28.89,3.81,4.16
CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,32,148,21.62,3.92,4.23
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,8,0.0,3.61,
CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,9,42,21.43,3.98,4.25
CHULA VISTA ADULT SCHOOL,Chula Vista,San Diego,0,0,,,
CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,10,36,27.78,4.02,4.18
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,28,70,40.0,3.79,4.05
CIRCLE OF INDEPENDENT LEARNING,Fremont,Alameda,0,0,,3.98,
CITRUS HILL HIGH SCHOOL,Perris,Riverside,39,86,45.35,3.91,4.2
CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,25,62,40.32,3.85,4.21
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,0,0,,3.87,
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,0,9,0.0,3.78,
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0,6,0.0,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,23,38,60.53,3.89,4.16
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,34,112,30.36,3.97,4.27
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,18,65,27.69,3.89,4.23
CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,20,33,60.61,4.1,4.29
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,17,73,23.29,3.99,4.23
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,0,,4.08,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,43,138,31.16,3.89,4.24
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0,7,0.0,,
CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,8,34,23.53,4.03,4.3
CLOVIS HIGH SCHOOL,Clovis,Fresno,16,36,44.44,4.03,4.31
CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,14,85,16.47,3.97,4.16
CLOVIS ONLINE SCHOOL,Clovis,Fresno,0,0,,,
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,7,39,17.95,3.86,4.33
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,22,53,41.51,3.61,4.2
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,6,0.0,3.98,
COAST HIGH SCHOOL,Huntington Beach,Orange,0,0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0,0,,,
COBALT INSTITUTE MATH/SCIENCE,Victorville,San Bernardino,0,24,0.0,3.56,4.1
COLFAX HIGH SCHOOL,Colfax,Placer,0,12,0.0,4.08,
COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,3,13,23.08,4.02,4.12
COLLEGE BRIDGE ACADEMY,Los Angeles,Los Angeles,0,6,0.0,,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,13,49,26.53,3.86,4.3
COLONY HIGH SCHOOL,Ontario,San Bernardino,12,37,32.43,3.82,4.19
COLTON HIGH SCHOOL,Colton,San Bernardino,4,22,18.18,3.44,3.86
COLUSA HIGH SCHOOL,Colusa,Colusa,0,6,0.0,,
COMMUNITY COLLAB SAGE OAK,Redlands,San Bernardino,0,0,,,
COMMUNITY COLLABORATIVE CHRT,Mcclellan,Sacramento,0,0,,,
COMPASS CHARTER SCHL SAN DIEGO,Thousand Oaks,Ventura,0,0,,,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,5,22,22.73,3.27,3.85
CONCORD HIGH SCHOOL,Concord,Contra Costa,7,23,30.43,3.84,
CONDOR HIGH SCHOOL,Oxnard,Ventura,0,0,,,
CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,0,6,0.0,,
CONSERVATORY VOCAL/INSTRM ARTS,Oakland,Alameda,0,0,,,
CORCORAN HIGH SCHOOL,Corcoran,Kings,3,16,18.75,3.74,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,4,12,33.33,3.8,4.15
CORE BUTTE CHARTER SCHOOL,Chico,Butte,0,0,,,
CORE CHARTER SCHOOL,Marysville,Yuba,0,0,,,
CORNING UNION HIGH SCHOOL,Corning,Tehama,0,0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,26,97,26.8,3.97,4.28
CORONA HIGH SCHOOL,Corona,Riverside,23,54,42.59,3.7,4.26
CORONADO HIGH SCHOOL,Coronado,San Diego,26,53,49.06,3.75,4.12
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,11,30,36.67,3.76,4.26
COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,17,67,25.37,3.99,4.26
COVINA HIGH SCHOOL,Covina,Los Angeles,5,27,18.52,3.84,4.26
