school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,23,98,23.47,3.63,4.07
ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,40,144,27.78,3.62,4.02
ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,3,21,14.29,3.94,4.25
ALISAL HIGH SCHOOL,Salinas,Monterey,0,10,0.0,3.76,
ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,35,159,22.01,3.86,4.17
ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,0,5,0.0,3.71,
ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,9,27,33.33,3.58,4.13
ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,3,8,37.5,3.81,
ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,5,12,41.67,3.67,
ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,4,12,33.33,3.77,
ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,7,19,36.84,3.58,
ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,5,9,55.56,3.73,4.03
ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,0,9,0.0,3.84,
ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,0,6,0.0,3.7,
ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,0,15,0.0,3.64,
ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,0,0,,3.51,
ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,0,0,,3.54,
ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,0,0,,2.95,
ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,16,47,34.04,3.72,4.14
ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,0,5,0.0,3.96,
ALTERNATIVE FAMILY EDUCATION,Santa Cruz,Santa Cruz,0,0,,,
ALTERNATIVES IN ACTION HS,Oakland,Alameda,0,0,,,
AMADOR HIGH SCHOOL,Sutter Creek,Amador,0,8,0.0,3.88,
AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,60,183,32.79,3.88,4.19
AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,0,14,0.0,3.83,
AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,7,27,25.93,3.91,4.15
AMERICAN HIGH SCHOOL,Fremont,Alameda,59,152,38.82,3.81,4.19
AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,0,9,0.0,3.77,
ANAHEIM HIGH SCHOOL,Anaheim,Orange,13,46,28.26,3.54,4.04
ANALY HIGH SCHOOL,Sebastopol,Sonoma,8,20,40.0,3.93,4.25
ANDERSON NEW TECHNOLOGY HIGH S,Anderson,Shasta,0,0,,,
ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,0,0,,,
ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,0,0,,3.91,
ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,24,64,37.5,3.75,4.15
ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,8,33,24.24,3.78,4.15
ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,0,6,0.0,3.38,
ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,4,11,36.36,3.61,
ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,0,13,0.0,3.52,
ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,9,18,50.0,3.93,4.14
ANIMO LOCKE ACE ACADEMY,Los Angeles,Los Angeles,0,0,,,
ANIMO LOCKE II CHARTER HS,Los Angeles,Los Angeles,0,0,,,
ANIMO LOCKE TECH CHARTER HS,Los Angeles,Los Angeles,0,0,,,
ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,5,12,41.67,3.77,4.08
ANIMO RALPH BUNCHE CHARTER HS,Los Angeles,Los Angeles,0,6,0.0,3.36,
ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,0,13,0.0,3.02,
ANIMO VENICE CHARTER HS,Venice,Los Angeles,4,14,28.57,3.36,
ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,0,8,0.0,3.15,
ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,15,50,30.0,4.03,4.32
ANTELOPE HIGH SCHOOL,Antelope,Sacramento,8,29,27.59,3.89,4.17
ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,9,19,47.37,3.51,
ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,3,10,30.0,3.62,
ANZAR HIGH SCHOOL,San Juan Bautista,San Benito,0,0,,3.74,
APEX ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,0,0,,,
APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,15,43,34.88,3.89,4.24
APTOS HIGH SCHOOL,Aptos,Santa Cruz,7,31,22.58,4.02,4.25
ARAGON HIGH SCHOOL,San Mateo,San Mateo,27,85,31.76,3.88,4.24
ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,104,413,25.18,3.77,4.17
ARCATA HIGH SCHOOL,Arcata,Humboldt,6,13,46.15,4.1,4.28
ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,10,33,30.3,3.88,4.13
ARGONAUT HIGH SCHOOL,Jackson,Amador,0,0,,,
ARISE HIGH SCHOOL,Oakland,Alameda,0,5,0.0,3.61,
ARLETA HIGH SCHOOL,Arleta,Los Angeles,8,25,32.0,3.51,
ARLINGTON HIGH SCHOOL,Riverside,Riverside,9,31,29.03,3.77,4.19
ARMIJO HIGH SCHOOL,Fairfield,Solano,24,43,55.81,3.85,4.24
ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,72,205,35.12,3.91,4.2
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,18,51,35.29,3.94,4.25
ARROYO HIGH SCHOOL,El Monte,Los Angeles,28,76,36.84,3.78,4.11
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,20,44,45.45,3.91,4.18
ARROYO PASEO CHARTER HS,San Diego,San Diego,0,0,,,
ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,9,44,20.45,3.56,4.18
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,8,20,40.0,3.75,4.14
ARTLAB HIGH SCHOOL,Los Angeles,Los Angeles,0,0,,,
ARVIN HIGH SCHOOL,Arvin,Kern,5,11,45.45,,
ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,0,6,0.0,3.84,
ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,0,0,,3.75,
ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,0,0,,3.56,
ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,3,5,60.0,3.86,
ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,4,14,28.57,3.71,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,6,17,35.29,3.96,4.26
ATWATER HIGH SCHOOL,Atwater,Merced,4,15,26.67,3.88,4.3
AUGUSTUS HAWKINS COMM HEALTH ADVCTE,Los Angeles,Los Angeles,0,0,,,
AUGUSTUS HAWKINS HIGH SCHOOL RISE,Los Angeles,Los Angeles,0,0,,2.94,
AVALON HIGH SCHOOL,Avalon,Los Angeles,0,0,,,
AVENAL HIGH SCHOOL,Avenal,Kings,0,9,0.0,3.9,
AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,0,0,,,
AZUSA HIGH SCHOOL,Azusa,Los Angeles,4,23,17.39,3.62,4.07
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,5,13,38.46,3.55,
BALBOA HIGH SCHOOL,San Francisco,San Francisco,20,78,25.64,3.94,4.26
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,11,30,36.67,3.58,4.13
BANNING HIGH SCHOOL,Banning,Riverside,4,33,12.12,3.94,
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,3,12,25.0,3.64,
BASSETT HIGH SCHOOL,La Puente,Los Angeles,10,22,45.45,3.31,
BAY AREA TECHNOLOGY-BAYTECH,Oakland,Alameda,0,0,,,
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,8,21,38.1,3.8,4.21
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,0,8,0.0,3.81,
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,7,33,21.21,3.74,4.22
BELL GARDENS ADULT,Bell Gardens,Los Angeles,0,0,,,
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,19,65,29.23,3.59,4.15
BELL HIGH SCHOOL,Bell,Los Angeles,21,67,31.34,3.8,4.24
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,14,48,29.17,3.95,4.24
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,10,16,62.5,3.66,
BELMONT COMMUNITY ADULT SCHOOL,Los Angeles,Los Angeles,0,0,,,
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,5,13,38.46,3.72,
BENICIA HIGH SCHOOL,Benicia,Solano,8,41,19.51,4.0,4.24
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,13,30,43.33,3.84,4.14
BERKELEY HIGH SCHOOL,Berkeley,Alameda,64,175,36.57,3.88,4.27
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,23,117,19.66,3.73,4.16
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,6,14,42.86,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,13,45,28.89,3.53,4.02
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,5,12,41.67,,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,3,9,33.33,3.4,
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,12,34,35.29,3.64,4.08
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,19,64,29.69,3.75,4.09
BONITA HIGH SCHOOL,La Verne,Los Angeles,23,70,32.86,3.94,4.2
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,21,89,23.6,3.73,4.24
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0,6,0.0,,
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,18,42,42.86,3.97,4.26
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,0,13,0.0,3.96,4.22
BREA OLINDA HIGH SCHOOL,Brea,Orange,22,67,32.84,3.9,4.19
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,0,0,,,
BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,3,7,42.86,3.89,4.1
BUENA HIGH SCHOOL,Ventura,Ventura,9,26,34.62,3.88,
BUENA PARK HIGH SCHOOL,Buena Park,Orange,10,37,27.03,3.75,4.22
BUHACH COLONY HIGH SCHOOL,Atwater,Merced,5,21,23.81,3.87,4.26
BULLARD HIGH SCHOOL,Fresno,Fresno,7,28,25.0,4.01,4.29
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,40,127,31.5,3.94,4.25
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,27,88,30.68,3.86,4.24
BUSINESS ENTREPRENEURIAL,Oakland,Alameda,0,0,,,
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,13,43,30.23,3.7,4.14
CA CONNECTIONS ACADEMY CAPISTRANO,San Juan Capistrano,Orange,0,0,,3.66,
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,10,26,38.46,3.76,
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,9,37,24.32,3.62,4.15
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,22,105,20.95,3.74,4.23
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,0,6,0.0,,
CALEXICO HIGH SCHOOL,Calexico,Imperial,20,63,31.75,3.83,4.27
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,36,115,31.3,3.87,4.18
CALIFORNIA CITY HIGH SCHOOL,California City,Kern,0,0,,,
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,39,132,29.55,3.83,4.17
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,13,50,26.0,3.75,4.16
CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,0,11,0.0,3.88,
CALIFORNIA VIRTUAL ACAD FRESNO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACAD SAN DIEGO,Simi Valley,Ventura,0,0,,3.85,
CALIFORNIA VIRTUAL ACAD SAN MATEO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACAD SUTTER,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,0,5,0.0,3.68,
CALIFORNIA VIRTUAL ACD-LA HIGH,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL-SAN JOAQUIN,Simi Valley,Ventura,0,0,,,
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0,0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0,6,0.0,,
CAMINO NUEVO HIGH SCHOOL,Los Angeles,Los Angeles,8,18,44.44,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,24,78,30.77,3.83,4.1
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,10,23,43.48,3.76,
CANYON CREST ACADEMY,San Diego,San Diego,66,176,37.5,3.89,4.17
CANYON HIGH SCHOOL,Anaheim,Orange,36,144,25.0,3.92,4.21
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,20,62,32.26,3.77,4.14
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,16,69,23.19,3.9,4.25
CANYON OAKS HGH SCHOOL,Monrovia,Los Angeles,0,0,,,
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,11,39,28.21,3.52,
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,39,115,33.91,3.98,4.25
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,5,33,15.15,3.81,4.15
CARLMONT HIGH SCHOOL,Belmont,San Mateo,51,139,36.69,3.97,4.26
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,34,142,23.94,3.88,4.21
CARLSBAD SEASIDE ACADEMY,Carlsbad,San Diego,0,5,0.0,4.05,
CARMEL HIGH SCHOOL,Carmel,Monterey,9,36,25.0,4.0,4.31
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,0,11,0.0,3.98,
CARSON HIGH SCHOOL,Carson,Los Angeles,10,28,35.71,3.66,4.23
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,7,0.0,,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,10,33,30.3,3.88,4.11
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,0,0,,4.06,
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,12,46,26.09,3.61,4.22
CASTLEMONT HIGH SCHOOL,Oakland,Alameda,0,13,0.0,3.51,
CASTRO VALLEY ADULT SCHOOL,Castro Valley,Alameda,0,0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,35,158,22.15,3.9,4.17
CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,4,26,15.38,3.29,
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,18,52,34.62,3.79,4.21
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,6,23,26.09,4.05,4.29
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,0,5,0.0,,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,29,100,29.0,3.78,4.19
CENTER HIGH SCHOOL,Antelope,Sacramento,0,7,0.0,3.89,
CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,4,17,23.53,3.64,4.17
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,9,30,30.0,3.67,
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,11,28,39.29,3.82,4.18
CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,9,12,75.0,3.84,
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0,0,,,
CENTURY ACADEMY,Thousand Oaks,Ventura,0,0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,3,24,12.5,3.6,
CERES HIGH SCHOOL,Ceres,Stanislaus,3,10,30.0,3.69,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,48,174,27.59,3.82,4.2
CESAR CHAVEZ CDS,Los Angeles,Los Angeles,0,0,,,
CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,6,21,28.57,3.69,
CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,0,0,,3.52,
CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,7,16,43.75,3.87,4.22
CHAFFEY DISTRICT ONLINE HS,Ontario,San Bernardino,0,0,,,
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,11,32,34.38,3.49,4.02
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,14,36,38.89,3.72,4.24
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,26,73,35.62,3.82,4.19
CHARTER COMMUNITY SCHOOL,Placerville,El Dorado,0,0,,,
CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,7,24,29.17,3.86,4.23
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,8,37,21.62,3.79,4.11
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,0,5,0.0,,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,17,51,33.33,3.74,4.13
CHESTER HIGH SCHOOL,Chester,Plumas,0,0,,,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,5,16,31.25,4.07,4.25
CHINO HIGH SCHOOL,Chino,San Bernardino,7,30,23.33,3.76,4.17
CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,28,101,27.72,3.82,4.12
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,0,,3.57,
CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,8,25,32.0,3.76,4.17
CHULA VISTA ADULT SCHOOL,Chula Vista,San Diego,0,0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,17,67,25.37,3.61,4.1
CIRCLE OF INDEPENDENT LEARNING,Fremont,Alameda,0,0,,,
CIS ACADEMY,Pasadena,Los Angeles,0,0,,,
CITRUS HILL HIGH SCHOOL,Perris,Riverside,12,41,29.27,3.68,4.23
CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,10,38,26.32,3.76,4.23
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,0,7,0.0,3.6,
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,5,32,15.62,3.12,
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0,5,0.0,,
CIVITAS SCHOOL OF LEADERSHIP,Los Angeles,Los Angeles,0,0,,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,13,33,39.39,3.79,4.25
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,28,86,32.56,3.84,4.24
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,16,59,27.12,3.76,4.17
CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,5,14,35.71,4.07,4.3
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,13,58,22.41,4.1,4.31
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,0,,3.76,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,36,125,28.8,3.82,4.21
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0,11,0.0,3.87,
CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,10,23,43.48,3.82,4.23
CLOVIS HIGH SCHOOL,Clovis,Fresno,15,38,39.47,4.09,4.34
CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,15,62,24.19,3.92,4.2
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,14,46,30.43,3.98,4.25
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,17,48,35.42,3.79,4.2
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,7,0.0,3.67,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0,0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,7,15,46.67,4.25,4.31
COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,0,0,,3.51,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,9,43,20.93,3.97,4.16
COLONY HIGH SCHOOL,Ontario,San Bernardino,9,29,31.03,3.74,4.25
COLTON HIGH SCHOOL,Colton,San Bernardino,0,13,0.0,3.49,
COLUSA HIGH SCHOOL,Colusa,Colusa,0,0,,,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,0,18,0.0,3.51,
CONCORD HIGH SCHOOL,Concord,Contra Costa,8,20,40.0,3.9,
CORCORAN HIGH SCHOOL,Corcoran,Kings,5,9,55.56,,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,6,22,27.27,3.87,
CORE BUTTE CHARTER SCHOOL,Chico,Butte,0,0,,,
CORNING UNION HIGH SCHOOL,Corning,Tehama,0,0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,34,94,36.17,3.88,4.25
CORONA HIGH SCHOOL,Corona,Riverside,13,48,27.08,3.73,4.17
CORONADO HIGH SCHOOL,Coronado,San Diego,18,56,32.14,3.8,4.25
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,9,28,32.14,4.01,4.24
COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,27,48,56.25,3.97,4.27
COVINA HIGH SCHOOL,Covina,Los Angeles,9,32,28.12,3.71,4.15
CRAWFORD CHAMPS,San Diego,San Diego,3,6,50.0,,
CRAWFORD HIGH SCHOOL,San Diego,San Diego,13,63,20.63,3.68,
CRAWFORD IDEA,San Diego,San Diego,0,0,,,
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,4,17,23.53,3.29,
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,65,206,31.55,3.87,4.16
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,21,86,24.42,3.76,4.16
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,61,201,30.35,3.88,4.24
CYPRESS HIGH SCHOOL,Cypress,Orange,33,126,26.19,3.87,4.16
CYPRESS HIGH SCHOOL,Santa Cruz,Santa Cruz,0,0,,,
DA VINCI CHARTER ACADEMY,Davis,Yolo,0,7,0.0,3.9,
DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,0,5,0.0,,
DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,7,14,50.0,,
DANA HILLS HIGH SCHOOL,Dana Point,Orange,34,108,31.48,3.92,4.25
DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,0,8,0.0,3.67,
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,8,20,40.0,3.38,4.01
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,0,6,0.0,,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,45,154,29.22,3.99,4.24
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,5,14,35.71,3.87,4.21
DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,14,41,34.15,3.87,4.18
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,9,25,36.0,3.94,4.27
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,5,18,27.78,3.85,
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,0,0,,,
DEL NORTE HIGH SCHOOL,San Diego,San Diego,41,113,36.28,3.89,4.24
DEL ORO HIGH SCHOOL,Loomis,Placer,16,33,48.48,3.96,4.24
DELANO HIGH SCHOOL,Delano,Kern,4,18,22.22,3.8,4.27
DELHI HIGH SCHOOL,Delhi,Merced,3,9,33.33,3.53,
DELTA HIGH SCHOOL,Clarksburg,Yolo,0,0,,,
DENAIR CHARTER ACADEMY,Denair,Stanislaus,0,0,,,
DENAIR HIGH SCHOOL,Denair,Stanislaus,0,0,,,
DESERT HIGH SCHOOL,Edwards,Kern,0,0,,3.8,
DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,9,31,29.03,3.61,4.14
DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,14,39,35.9,3.93,4.31
DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,4,15,26.67,3.82,4.26
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,118,342,34.5,3.87,4.21
DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,17,72,23.61,3.79,4.29
