school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,22.0,49.0,44.9,3.94,4.16
ARROYO HIGH SCHOOL,El Monte,Los Angeles,20.0,41.0,48.78,3.67,3.94
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,13.0,29.0,44.83,3.72,4.02
ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,0.0,7.0,0.0,3.49,
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,6.0,18.0,33.33,3.65,4.17
ARVIN HIGH SCHOOL,Arvin,Kern,4.0,6.0,66.67,3.95,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,7.0,20.0,35.0,3.84,4.09
ATWATER HIGH SCHOOL,Atwater,Merced,6.0,13.0,46.15,3.8,4.19
AVALON HIGH SCHOOL,Avalon,Los Angeles,3.0,5.0,60.0,3.88,
AVENAL HIGH SCHOOL,Avenal,Kings,0.0,0.0,,,
AZUSA HIGH SCHOOL,Azusa,Los Angeles,0.0,6.0,0.0,3.77,
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,14.0,22.0,63.64,3.86,4.13
BALBOA HIGH SCHOOL,San Francisco,San Francisco,0.0,15.0,0.0,3.55,
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,11.0,25.0,44.0,3.69,3.93
BANNING HIGH SCHOOL,Banning,Riverside,3.0,10.0,30.0,3.87,
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,8.0,10.0,80.0,3.83,4.03
BASSETT HIGH SCHOOL,La Puente,Los Angeles,5.0,18.0,27.78,3.2,3.79
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,16.0,28.0,57.14,3.78,4.0
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,3.0,12.0,25.0,3.84,
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,4.0,8.0,50.0,3.71,
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,7.0,22.0,31.82,3.49,3.94
BELL HIGH SCHOOL,Bell,Los Angeles,12.0,34.0,35.29,3.51,3.87
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,27.0,68.0,39.71,3.95,4.22
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,0.0,9.0,0.0,3.46,
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,9.0,20.0,45.0,3.56,3.74
BENICIA HIGH SCHOOL,Benicia,Solano,20.0,51.0,39.22,3.97,4.16
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,10.0,33.0,30.3,3.57,4.01
BERKELEY HIGH SCHOOL,Berkeley,Alameda,63.0,144.0,43.75,3.78,4.09
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,39.0,115.0,33.91,3.62,4.0
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,0.0,0.0,,,
BIGGS HIGH SCHOOL,Biggs,Butte,0.0,0.0,,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,6.0,35.0,17.14,,
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,6.0,11.0,54.55,3.83,4.21
BITNEY COLLEGE PREP HS,Grass Valley,Nevada,0.0,0.0,,,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,0.0,6.0,0.0,3.52,
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,6.0,28.0,21.43,3.55,3.96
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,27.0,37.0,72.97,3.83,4.0
BONITA HIGH SCHOOL,La Verne,Los Angeles,9.0,33.0,27.27,3.75,4.15
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,44.0,129.0,34.11,3.62,4.12
BONSALL CHARTER ACADEMY LEARNI,Bonsall,San Diego,0.0,0.0,,,
BORON HIGH SCHOOL,Boron,Kern,0.0,0.0,,,
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0.0,0.0,,,
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,12.0,31.0,38.71,3.77,4.12
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,13.0,15.0,86.67,3.8,3.86
BREA OLINDA HIGH SCHOOL,Brea,Orange,18.0,48.0,37.5,3.76,4.08
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,3.0,5.0,60.0,,
BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,0.0,0.0,,,
BUENA HIGH SCHOOL,Ventura,Ventura,21.0,47.0,44.68,3.88,4.17
BUENA PARK HIGH SCHOOL,Buena Park,Orange,12.0,27.0,44.44,3.85,4.12
BUHACH COLONY HIGH SCHOOL,Atwater,Merced,0.0,0.0,,,
BULLARD HIGH SCHOOL,Fresno,Fresno,26.0,49.0,53.06,3.93,4.19
BURBANK ADULT SCHOOL,Burbank,Los Angeles,0.0,0.0,,,
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,15.0,50.0,30.0,3.77,4.11
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,25.0,59.0,42.37,3.81,4.18
BURNEY JUNIOR-SENIOR HS,Burney,Shasta,0.0,0.0,,,
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,19.0,54.0,35.19,3.82,4.17
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,9.0,18.0,50.0,3.9,4.2
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,7.0,21.0,33.33,3.54,4.0
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,33.0,126.0,26.19,3.66,4.03
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,0.0,8.0,0.0,3.56,
CALEXICO HIGH SCHOOL,Calexico,Imperial,23.0,28.0,82.14,3.71,3.85
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,41.0,91.0,45.05,3.7,3.99
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,40.0,100.0,40.0,3.79,4.06
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,6.0,17.0,35.29,3.66,4.08
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0.0,5.0,0.0,3.31,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0.0,0.0,,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,46.0,117.0,39.32,3.69,4.01
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,6.0,10.0,60.0,3.62,3.78
CANYON HIGH SCHOOL,Anaheim,Orange,39.0,100.0,39.0,3.8,4.12
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,20.0,43.0,46.51,3.87,4.15
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,35.0,72.0,48.61,3.98,4.19
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,13.0,35.0,37.14,3.73,4.15
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,34.0,78.0,43.59,3.87,4.13
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,3.0,12.0,25.0,3.75,
CARLMONT HIGH SCHOOL,Belmont,San Mateo,33.0,68.0,48.53,3.83,4.16
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,36.0,90.0,40.0,3.79,4.07
CARMEL HIGH SCHOOL,Carmel,Monterey,13.0,23.0,56.52,3.96,4.06
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,7.0,19.0,36.84,3.75,4.13
CARSON HIGH SCHOOL,Carson,Los Angeles,11.0,34.0,32.35,3.52,4.05
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,4.0,6.0,66.67,3.99,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,14.0,26.0,53.85,3.77,4.12
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,5.0,12.0,41.67,3.79,4.17
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,18.0,41.0,43.9,3.59,3.88
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0.0,6.0,0.0,3.46,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,33.0,91.0,36.26,3.81,4.16
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,8.0,24.0,33.33,3.64,3.82
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,6.0,11.0,54.55,3.9,4.04
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,0.0,6.0,0.0,3.47,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,18.0,43.0,41.86,3.71,4.07
CENTER HIGH SCHOOL,Antelope,Sacramento,8.0,24.0,33.33,3.56,3.83
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,0.0,13.0,0.0,3.67,
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,14.0,37.0,37.84,3.5,3.93
CENTURY HIGH SCHOOL,Santa Ana,Orange,7.0,16.0,43.75,3.48,3.92
CERES HIGH SCHOOL,Ceres,Stanislaus,0.0,7.0,0.0,3.76,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,51.0,156.0,32.69,3.53,3.99
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,6.0,11.0,54.55,3.97,4.25
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,19.0,29.0,65.52,3.78,3.97
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,22.0,56.0,39.29,3.84,4.11
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,16.0,33.0,48.48,3.79,4.15
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,0.0,5.0,0.0,,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,25.0,60.0,41.67,3.61,4.08
CHESTER HIGH SCHOOL,Chester,Plumas,0.0,0.0,,,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,5.0,18.0,27.78,3.96,4.2
CHINO HIGH SCHOOL,Chino,San Bernardino,5.0,18.0,27.78,3.84,4.16
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0.0,0.0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,29.0,51.0,56.86,3.65,3.92
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0.0,0.0,,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,14.0,33.0,42.42,3.82,4.12
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,48.0,103.0,46.6,3.93,4.22
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,14.0,63.0,22.22,3.45,3.93
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,7.0,17.0,41.18,3.92,4.11
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0.0,0.0,,,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,36.0,68.0,52.94,3.8,4.04
CLEVELAND HUMANITIES MAGNET,Reseda,Los Angeles,18.0,37.0,48.65,3.71,4.0
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0.0,0.0,,,
CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,10.0,18.0,55.56,3.91,4.17
CLOVIS HIGH SCHOOL,Clovis,Fresno,6.0,17.0,35.29,3.78,4.08
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,39.0,78.0,50.0,3.92,4.17
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,13.0,26.0,50.0,3.74,4.04
COALINGA HIGH SCHOOL,Coalinga,Fresno,0.0,0.0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0.0,0.0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,0.0,10.0,0.0,3.76,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,32.0,62.0,51.61,3.83,4.14
COLTON HIGH SCHOOL,Colton,San Bernardino,6.0,10.0,60.0,3.64,3.93
COLUSA HIGH SCHOOL,Colusa,Colusa,3.0,6.0,50.0,3.93,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,0.0,7.0,0.0,3.52,
CONCORD HIGH SCHOOL,Concord,Contra Costa,3.0,12.0,25.0,3.8,
CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,0.0,0.0,,,
CORCORAN HIGH SCHOOL,Corcoran,Kings,0.0,0.0,,,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,0.0,8.0,0.0,3.38,
CORNING UNION HIGH SCHOOL,Corning,Tehama,0.0,0.0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,32.0,74.0,43.24,3.79,4.1
CORONA HIGH SCHOOL,Corona,Riverside,14.0,31.0,45.16,3.72,3.96
CORONADO HIGH SCHOOL,Coronado,San Diego,16.0,46.0,34.78,3.74,4.13
CORTEZ HILL ACADEMY,San Diego,San Diego,0.0,0.0,,,
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,9.0,21.0,42.86,3.78,4.1
COVINA HIGH SCHOOL,Covina,Los Angeles,4.0,11.0,36.36,3.66,
CRAWFORD HIGH SCHOOL,San Diego,San Diego,16.0,24.0,66.67,3.82,4.02
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,4.0,20.0,20.0,3.32,
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,36.0,129.0,27.91,3.55,4.02
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,20.0,52.0,38.46,3.72,4.13
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,37.0,85.0,43.53,3.8,4.11
CYPRESS HIGH SCHOOL,Cypress,Orange,25.0,59.0,42.37,3.68,4.07
DANA HILLS HIGH SCHOOL,Dana Point,Orange,46.0,106.0,43.4,3.82,4.05
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,5.0,11.0,45.45,3.49,3.8
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,0.0,9.0,0.0,3.49,
DAVIS SCHOOL INDEPENDENT STUDY,Davis,Yolo,0.0,0.0,,,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,69.0,154.0,44.81,3.81,4.11
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,11.0,22.0,50.0,3.86,4.15
DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,16.0,39.0,41.03,3.83,4.1
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,9.0,19.0,47.37,3.9,4.14
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,5.0,12.0,41.67,3.98,4.07
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,7.0,12.0,58.33,3.99,4.12
DEL ORO HIGH SCHOOL,Loomis,Placer,12.0,27.0,44.44,3.9,4.17
DEL ORO HIGH SCHOOL,Walnut Creek,Contra Costa,0.0,0.0,,,
DELANO HIGH SCHOOL,Delano,Kern,9.0,18.0,50.0,3.71,3.82
DELHI HIGH SCHOOL,Delhi,Merced,0.0,0.0,,,
DELTA HIGH SCHOOL,Clarksburg,Yolo,0.0,0.0,,,
DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,5.0,15.0,33.33,3.65,3.93
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,119.0,296.0,40.2,3.74,4.12
DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,39.0,71.0,54.93,3.86,4.03
DINUBA HIGH SCHOOL,Dinuba,Tulare,7.0,9.0,77.78,3.71,3.82
DIXON HIGH SCHOOL,Dixon,Solano,6.0,10.0,60.0,4.0,4.16
DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,3.0,11.0,27.27,3.56,
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,8.0,17.0,47.06,3.73,4.06
DOS PALOS HIGH SCHOOL,Dos Palos,Merced,0.0,0.0,,,
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,26.0,77.0,33.77,3.95,4.23
DOWNEY HIGH SCHOOL,Downey,Los Angeles,16.0,38.0,42.11,3.73,4.05
DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,0.0,0.0,,,
DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,7.0,14.0,50.0,3.82,3.92
DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,0.0,10.0,0.0,3.57,
DUARTE HIGH SCHOOL,Duarte,Los Angeles,13.0,18.0,72.22,3.98,4.17
DUBLIN HIGH SCHOOL,Dublin,Alameda,10.0,23.0,43.48,3.8,4.13
DURHAM HIGH SCHOOL,Durham,Butte,0.0,0.0,,,
EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,12.0,33.0,36.36,3.64,4.03
EAGLES PEAK CHARTER SCHOOL,Vista,San Diego,0.0,0.0,,,
EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,7.0,19.0,36.84,3.77,4.06
EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,0.0,0.0,,,
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,3.0,8.0,37.5,3.9,
EASTERN SIERRA ACADEMY,Bridgeport,Mono,0.0,0.0,,,
EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,41.0,111.0,36.94,3.79,4.16
EDISON HIGH SCHOOL,Fresno,Fresno,21.0,36.0,58.33,3.9,4.19
EDISON HIGH SCHOOL,Huntington Beach,Orange,31.0,58.0,53.45,3.84,4.07
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,4.0,8.0,50.0,3.79,
EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,0.0,18.0,0.0,3.4,
EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,13.0,24.0,54.17,3.54,3.88
EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,11.0,29.0,37.93,3.9,4.16
EL CAMINO HIGH,South San Francisco,San Mateo,10.0,21.0,47.62,3.94,4.16
EL CAMINO HIGH SCHOOL,Oceanside,San Diego,23.0,47.0,48.94,3.71,4.0
EL CAMINO HIGH SCHOOL,Ventura,Ventura,0.0,0.0,,,
EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,57.0,138.0,41.3,3.7,4.0
EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,15.0,25.0,60.0,4.0,4.21
EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,32.0,61.0,52.46,3.92,4.15
EL DORADO HIGH SCHOOL,Placentia,Orange,14.0,44.0,31.82,3.67,3.96
EL DORADO HIGH SCHOOL,Placerville,El Dorado,6.0,7.0,85.71,3.98,4.03
EL MODENA HIGH SCHOOL,Orange,Orange,13.0,33.0,39.39,3.68,4.08
EL MOLINO HIGH SCHOOL,Forestville,Sonoma,5.0,18.0,27.78,3.74,4.23
EL MONTE HIGH SCHOOL,El Monte,Los Angeles,10.0,25.0,40.0,3.67,3.98
EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,13.0,34.0,38.24,3.41,3.78
EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,8.0,28.0,28.57,3.76,4.09
EL TORO HIGH SCHOOL,Lake Forest,Orange,19.0,58.0,32.76,3.61,4.08
ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,0.0,0.0,,,
ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,10.0,32.0,31.25,3.76,4.25
ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,6.0,7.0,85.71,3.79,3.86
ELSINORE HIGH SCHOOL,Wildomar,Riverside,11.0,21.0,52.38,3.84,4.11
EMERY SECONDARY SCHOOL,Emeryville,Alameda,0.0,0.0,,,
ENCINA HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,,,
ENCINAL HIGH SCHOOL,Alameda,Alameda,13.0,31.0,41.94,3.71,4.05
ENTERPRISE HIGH SCHOOL,Redding,Shasta,4.0,8.0,50.0,3.85,
ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,7.0,19.0,36.84,3.74,4.1
ESCALON HIGH SCHOOL,Escalon,San Joaquin,0.0,0.0,,,
ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,5.0,6.0,83.33,3.8,3.88
ESCONDIDO HIGH SCHOOL,Escondido,San Diego,14.0,26.0,53.85,3.64,3.92
ESPERANZA HIGH SCHOOL,Anaheim,Orange,48.0,113.0,42.48,3.85,4.11
ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,4.0,7.0,57.14,3.37,
ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,26.0,72.0,36.11,3.76,4.09
EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,8.0,14.0,57.14,3.87,4.01
EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,3.0,14.0,21.43,3.62,
EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,0.0,0.0,,,
EXETER UNION HIGH SCHOOL,Exeter,Tulare,0.0,5.0,0.0,3.64,
FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,21.0,54.0,38.89,3.51,3.81
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,4.0,13.0,30.77,3.61,
FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,20.0,51.0,39.22,3.77,4.14
FAME PUBLIC CHARTER SCHOOL,Newark,Alameda,0.0,0.0,,,
FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,0.0,0.0,,,
FERNDALE HIGH SCHOOL,Ferndale,Humboldt,0.0,0.0,,,
FILLMORE HIGH SCHOOL,Fillmore,Ventura,9.0,14.0,64.29,3.72,4.04
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,4.0,5.0,80.0,3.76,
FLORIN HIGH SCHOOL,Sacramento,Sacramento,12.0,29.0,41.38,3.71,4.05
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,17.0,40.0,42.5,3.88,4.16
FOLSOM HIGH SCHOOL,Folsom,Sacramento,17.0,54.0,31.48,3.81,4.23
FONTANA HIGH SCHOOL,Fontana,San Bernardino,8.0,20.0,40.0,3.62,4.06
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,4.0,7.0,57.14,3.89,
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,0.0,13.0,0.0,3.94,
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,38.0,92.0,41.3,3.81,4.07
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,7.0,9.0,77.78,3.97,4.11
FOOTHILL HIGH SCHOOL,San Jose,Santa Clara,0.0,7.0,0.0,3.5,
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,19.0,65.0,29.23,3.62,4.12
FOOTHILL TECHNOLOGY HS,Ventura,Ventura,0.0,5.0,0.0,3.87,
FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,0.0,0.0,,,
FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,0.0,0.0,,,
FOSHAY LEARNING CENTER,Los Angeles,Los Angeles,5.0,18.0,27.78,3.74,4.12
FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,48.0,106.0,45.28,3.83,4.14
FOWLER HIGH SCHOOL,Fowler,Fresno,5.0,8.0,62.5,3.86,4.03
FRANCISCO BRAVO MEDICAL MAGNET,Los Angeles,Los Angeles,32.0,84.0,38.1,3.6,4.03
FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,12.0,24.0,50.0,3.42,3.86
