school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
APTOS HIGH SCHOOL,Aptos,Santa Cruz,12,20,60.0,3.83,4.04
ARAGON HIGH SCHOOL,San Mateo,San Mateo,22,39,56.41,3.74,4.0
ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,130,218,59.63,3.71,3.96
ARCATA HIGH SCHOOL,Arcata,Humboldt,6,9,66.67,3.9,4.04
ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,15,25,60.0,3.78,3.99
ARGONAUT HIGH SCHOOL,Jackson,Amador,0,0,,,
ARLINGTON HIGH SCHOOL,Riverside,Riverside,6,17,35.29,3.54,4.2
ARMIJO HIGH SCHOOL,Fairfield,Solano,8,14,57.14,3.7,4.02
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,14,24,58.33,3.82,3.99
ARROYO HIGH SCHOOL,El Monte,Los Angeles,5,13,38.46,3.75,4.18
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,0,0,,,
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,10,18,55.56,3.83,4.06
ARVIN HIGH SCHOOL,Arvin,Kern,0,0,,,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,7,9,77.78,4.0,4.05
ATWATER HIGH SCHOOL,Atwater,Merced,7,10,70.0,4.1,4.2
AVENAL HIGH SCHOOL,Avenal,Kings,0,0,,,
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,11,23,47.83,3.64,3.99
BALBOA HIGH SCHOOL,San Francisco,San Francisco,0,0,,,
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,4,7,57.14,3.72,
BANNING HIGH SCHOOL,Banning,Riverside,4,10,40.0,3.66,
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,0,0,,,
BASSETT HIGH SCHOOL,La Puente,Los Angeles,0,0,,,
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,5,9,55.56,3.85,4.05
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,0,7,0.0,3.58,
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,0,0,,,
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,0,0,,,
BELL HIGH SCHOOL,Bell,Los Angeles,6,16,37.5,3.62,4.02
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,23,40,57.5,3.78,4.0
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,0,9,0.0,3.24,
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,6,16,37.5,3.8,4.14
BENICIA HIGH SCHOOL,Benicia,Solano,13,17,76.47,3.92,4.06
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,12,23,52.17,3.59,3.95
BERKELEY ADULT SCHOOL,Berkeley,Alameda,0,0,,,
BERKELEY HIGH SCHOOL,Berkeley,Alameda,61,101,60.4,3.78,4.01
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,55,114,48.25,3.6,3.9
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,0,5,0.0,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,13,35,37.14,3.61,3.94
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,4,6,66.67,3.9,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,5,10,50.0,3.67,4.0
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,0,0,,,
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,7,9,77.78,3.85,3.9
BONITA HIGH SCHOOL,La Verne,Los Angeles,21,38,55.26,3.82,4.04
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,57,99,57.58,3.76,4.02
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,3,5,60.0,3.41,
BREA OLINDA HIGH SCHOOL,Brea,Orange,26,45,57.78,3.67,3.89
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,0,0,,,
BUENA HIGH SCHOOL,Ventura,Ventura,32,54,59.26,3.79,4.04
BUENA PARK HIGH SCHOOL,Buena Park,Orange,3,8,37.5,3.55,
BULLARD HIGH SCHOOL,Fresno,Fresno,41,52,78.85,3.98,4.05
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,18,40,45.0,3.68,4.07
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,18,39,46.15,3.75,4.06
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,27,40,67.5,3.74,3.87
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,3,5,60.0,3.85,
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,3,11,27.27,3.4,
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,56,104,53.85,3.66,3.98
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,4,10,40.0,3.5,
CALEXICO HIGH SCHOOL,Calexico,Imperial,17,30,56.67,3.62,3.83
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,28,32,87.5,3.8,3.85
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,23,36,63.89,3.67,3.87
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,9,21,42.86,3.68,4.03
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0,0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,4,5,80.0,3.84,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,45,78,57.69,3.62,3.85
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,0,5,0.0,3.55,
CANYON HIGH SCHOOL,Anaheim,Orange,41,65,63.08,3.71,4.03
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,9,27,33.33,3.61,3.9
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,31,54,57.41,3.93,4.18
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,9,17,52.94,3.53,3.82
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,15,43,34.88,3.7,4.04
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,0,5,0.0,3.69,
CARLMONT HIGH SCHOOL,Belmont,San Mateo,22,42,52.38,3.7,3.98
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,23,46,50.0,3.81,4.06
CARMEL HIGH SCHOOL,Carmel,Monterey,9,15,60.0,3.71,4.02
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,4,8,50.0,3.64,
CARSON HIGH SCHOOL,Carson,Los Angeles,5,14,35.71,3.58,3.82
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,0,,,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,8,16,50.0,3.8,4.16
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,12,17,70.59,4.05,4.21
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,8,16,50.0,3.58,3.79
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0,0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,15,32,46.88,3.65,3.93
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,0,7,0.0,3.6,
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,6,10,60.0,3.62,3.91
CENTENNIAL HIGH SCHOOL,Corona,Riverside,13,34,38.24,3.58,3.83
CENTER HIGH SCHOOL,Antelope,Sacramento,0,0,,,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,8,10,80.0,3.96,3.99
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,9,21,42.86,3.44,3.92
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,4,5,80.0,3.99,
CENTURY HIGH SCHOOL,Santa Ana,Orange,4,10,40.0,3.62,
CERES HIGH SCHOOL,Ceres,Stanislaus,0,0,,,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,58,124,46.77,3.47,3.84
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,0,6,0.0,3.7,
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,6,18,33.33,3.73,4.1
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,7,19,36.84,3.6,3.9
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,31,72,43.06,3.63,3.99
CHICO SENIOR HIGH SCHOOL,Chico,Butte,6,11,54.55,3.68,4.02
CHINO HIGH SCHOOL,Chino,San Bernardino,5,12,41.67,3.84,4.12
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,0,,,
CHULA VISTA ADULT SCHOOL,Chula Vista,San Diego,0,0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,13,28,46.43,3.53,3.79
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,3,6,50.0,3.82,
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,57,95,60.0,3.83,4.06
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,19,28,67.86,3.84,3.94
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,0,,,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,47,70,67.14,3.82,4.01
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0,0,,,
CLOVIS HIGH SCHOOL,Clovis,Fresno,18,27,66.67,3.94,4.07
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,28,67,41.79,3.69,3.9
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,4,10,40.0,3.53,
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0,0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,0,6,0.0,3.87,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,14,18,77.78,3.96,4.04
COLTON HIGH SCHOOL,Colton,San Bernardino,4,11,36.36,3.47,
COLUSA HIGH SCHOOL,Colusa,Colusa,0,0,,,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,4,6,66.67,3.4,
CONCORD HIGH SCHOOL,Concord,Contra Costa,5,10,50.0,3.76,4.07
CONEJO VALLEY HIGH SCHOOL,Thousand Oaks,Ventura,0,0,,,
CORCORAN HIGH SCHOOL,Corcoran,Kings,4,9,44.44,3.69,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,0,6,0.0,3.66,
CORNING UNION HIGH SCHOOL,Corning,Tehama,0,0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,32,56,57.14,3.69,3.91
CORONA HIGH SCHOOL,Corona,Riverside,7,20,35.0,3.73,4.16
CORONADO HIGH SCHOOL,Coronado,San Diego,11,24,45.83,3.6,3.93
CORONADO HIGH SCHOOL,West Covina,Los Angeles,0,0,,,
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,8,16,50.0,3.74,4.04
COVINA HIGH SCHOOL,Covina,Los Angeles,6,9,66.67,3.83,3.99
CRAWFORD HIGH SCHOOL,San Diego,San Diego,19,31,61.29,3.71,3.88
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,3,6,50.0,3.44,
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,49,80,61.25,3.72,3.99
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,12,31,38.71,3.52,3.84
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,17,36,47.22,3.79,4.13
CUYAMA VALLEY HIGH SCHOOL,New Cuyama,Santa Barbara,0,0,,,
CYPRESS HIGH SCHOOL,Cypress,Orange,16,40,40.0,3.63,3.99
DANA HILLS HIGH SCHOOL,Dana Point,Orange,28,53,52.83,3.72,4.0
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,4,11,36.36,3.53,
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,0,0,,,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,62,110,56.36,3.75,3.98
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,5,7,71.43,3.81,4.0
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,15,26,57.69,3.82,4.03
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,0,0,,,
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,0,0,,,
DEL ORO HIGH SCHOOL,Loomis,Placer,9,13,69.23,3.95,4.13
DELANO HIGH SCHOOL,Delano,Kern,6,9,66.67,3.75,3.8
DESERT HIGH SCHOOL,Edwards,Kern,0,0,,,
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,97,176,55.11,3.78,4.05
DINUBA HIGH SCHOOL,Dinuba,Tulare,0,6,0.0,3.42,
DIXON HIGH SCHOOL,Dixon,Solano,0,0,,,
DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,0,0,,,
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,3,5,60.0,3.62,
DOS PALOS HIGH SCHOOL,Dos Palos,Merced,0,0,,,
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,21,33,63.64,3.74,3.95
DOWNEY HIGH SCHOOL,Downey,Los Angeles,19,28,67.86,3.74,3.85
DOWNIEVILLE JR-SR HIGH SCHOOL,Downieville,Sierra,0,0,,,
DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,0,0,,,
DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,6,12,50.0,3.69,4.03
DUARTE HIGH SCHOOL,Duarte,Los Angeles,0,5,0.0,3.53,
DUBLIN HIGH SCHOOL,Dublin,Alameda,3,15,20.0,3.75,
DUNCAN POLYTECHNICAL HS,Fresno,Fresno,0,0,,,
DURHAM HIGH SCHOOL,Durham,Butte,0,0,,,
EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,5,18,27.78,3.56,3.8
EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,0,0,,,
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,0,0,,,
EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,24,46,52.17,3.8,3.97
EDISON HIGH SCHOOL,Fresno,Fresno,32,40,80.0,3.88,3.97
EDISON HIGH SCHOOL,Huntington Beach,Orange,33,59,55.93,3.67,3.96
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,3,5,60.0,3.61,
EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,8,10,80.0,3.9,4.11
EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,4,7,57.14,3.68,
EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,13,32,40.62,3.65,3.87
EL CAMINO HIGH,South San Francisco,San Mateo,3,9,33.33,3.72,
EL CAMINO HIGH SCHOOL,Oceanside,San Diego,4,13,30.77,3.38,
EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,37,74,50.0,3.64,3.93
EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,14,23,60.87,3.79,4.05
EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,33,46,71.74,3.71,3.85
EL DORADO HIGH SCHOOL,Placentia,Orange,25,46,54.35,3.73,3.98
EL DORADO HIGH SCHOOL,Placerville,El Dorado,4,6,66.67,3.81,
EL MODENA HIGH SCHOOL,Orange,Orange,13,26,50.0,3.49,3.91
EL MOLINO HIGH SCHOOL,Forestville,Sonoma,3,8,37.5,3.7,
EL MONTE HIGH SCHOOL,El Monte,Los Angeles,8,20,40.0,3.58,3.93
EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,0,7,0.0,3.21,
EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,10,14,71.43,3.77,3.96
EL TORO HIGH SCHOOL,Lake Forest,Orange,21,41,51.22,3.65,3.83
ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,10,15,66.67,3.75,3.9
ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,0,0,,,
ELSINORE HIGH SCHOOL,Wildomar,Riverside,4,13,30.77,3.49,
EMERY SECONDARY SCHOOL,Emeryville,Alameda,0,0,,,
ENCINAL HIGH SCHOOL,Alameda,Alameda,0,0,,,
ENTERPRISE HIGH SCHOOL,Redding,Shasta,0,0,,,
ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,6,11,54.55,3.7,3.81
ESCALON HIGH SCHOOL,Escalon,San Joaquin,0,0,,,
ESCONDIDO HIGH SCHOOL,Escondido,San Diego,15,24,62.5,3.79,4.07
ESPERANZA HIGH SCHOOL,Anaheim,Orange,37,65,56.92,3.81,4.05
ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,6,11,54.55,3.76,4.1
ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,11,23,47.83,3.66,4.02
ETNA UNION HIGH SCHOOL,Etna,Siskiyou,0,0,,,
EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,4,6,66.67,3.7,
EXETER UNION HIGH SCHOOL,Exeter,Tulare,0,5,0.0,3.58,
FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,6,19,31.58,3.52,3.94
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,6,11,54.55,3.75,3.9
FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,25,32,78.12,3.9,4.02
FAR WEST HIGH SCHOOL,Oakland,Alameda,0,0,,,
FILLMORE HIGH SCHOOL,Fillmore,Ventura,7,9,77.78,3.6,3.79
FLORIN HIGH SCHOOL,Sacramento,Sacramento,4,14,28.57,3.8,
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,9,17,52.94,3.82,4.0
FOLSOM HIGH SCHOOL,Folsom,Sacramento,10,24,41.67,3.74,3.97
FONTANA HIGH SCHOOL,Fontana,San Bernardino,6,13,46.15,3.62,3.86
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,0,0,,,
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,16,26,61.54,3.62,3.79
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,0,5,0.0,3.62,
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,45,75,60.0,3.77,4.02
FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,0,0,,,
FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,0,0,,,
FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,31,56,55.36,3.7,4.01
FOWLER HIGH SCHOOL,Fowler,Fresno,0,0,,,
FRANCISCO BRAVO MEDICAL MAGNET,Los Angeles,Los Angeles,26,46,56.52,3.73,4.0
FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,0,0,,,
FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,18,28,64.29,3.91,4.11
FREMONT HIGH SCHOOL,Oakland,Alameda,0,0,,,
FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,11,15,73.33,3.87,4.03
FRESNO HIGH SCHOOL,Fresno,Fresno,4,7,57.14,3.59,
FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,5,8,62.5,3.59,3.8
GAHR HIGH SCHOOL,Cerritos,Los Angeles,25,54,46.3,3.65,4.02
GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,0,5,0.0,3.88,
GALT HIGH SCHOOL,Galt,Sacramento,3,5,60.0,3.9,
GANESHA HIGH SCHOOL,Pomona,Los Angeles,0,0,,,
GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,7,13,53.85,3.65,3.88
GARDENA HIGH SCHOOL,Gardena,Los Angeles,4,9,44.44,3.59,
GAREY HIGH SCHOOL,Pomona,Los Angeles,4,8,50.0,3.99,
GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,15,37,40.54,3.61,3.81
GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,7,14,50.0,3.46,3.9
GEYSERVILLE NEW TECH ACADEMY,Geyserville,Sonoma,0,0,,,
GILROY HIGH SCHOOL,Gilroy,Santa Clara,6,14,42.86,3.62,3.9
GLADSTONE HIGH SCHOOL,Covina,Los Angeles,0,0,,,
GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,49,84,58.33,3.68,3.92
GLENDALE HIGH SCHOOL,Glendale,Los Angeles,40,66,60.61,3.68,3.95
GLENDORA HIGH SCHOOL,Glendora,Los Angeles,23,43,53.49,3.74,3.99
GOLDEN SIERRA HIGH SCHOOL,Garden Valley,El Dorado,0,0,,,
GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,0,7,0.0,3.63,
GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,14,17,82.35,3.98,4.14
GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,8,12,66.67,3.82,3.9
GONZALES HIGH SCHOOL,Gonzales,Monterey,0,0,,,
GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,12,19,63.16,3.93,4.13
GRANADA HIGH SCHOOL,Livermore,Alameda,18,22,81.82,4.07,4.14
GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,58,120,48.33,3.67,3.97
GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,19,25,76.0,3.78,3.89
GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,101,127,79.53,3.83,3.99
GRIDLEY HIGH SCHOOL,Gridley,Butte,0,0,,,
GROSSMONT ADULT SCHOOL,El Cajon,San Diego,0,0,,,
GROSSMONT HIGH SCHOOL,El Cajon,San Diego,33,43,76.74,,
GUSTINE HIGH SCHOOL,Gustine,Merced,0,0,,,
HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,6,15,40.0,3.59,3.94
HANFORD HIGH SCHOOL,Hanford,Kings,0,9,0.0,3.61,
HANFORD JOINT UNION HS WEST,Hanford,Kings,4,11,36.36,3.78,
HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,14,29,48.28,3.77,4.12
HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,5,13,38.46,3.71,3.9
HAYWARD HIGH SCHOOL,Hayward,Alameda,0,10,0.0,3.56,
HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,4,12,33.33,3.56,
HELIX HIGH SCHOOL,La Mesa,San Diego,22,39,56.41,3.82,4.02
HEMET HIGH SCHOOL,Hemet,Riverside,35,42,83.33,3.92,4.06
HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,90,124,72.58,3.75,3.9
HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,0,5,0.0,3.4,
HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,7,10,70.0,3.83,4.05
HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,27,46,58.7,3.78,4.02
HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,11,23,47.83,3.59,3.99
HERLONG HIGH SCHOOL,Herlong,Lassen,0,0,,,
HESPERIA HIGH SCHOOL,Hesperia,San Bernardino,0,0,,,
HIGHLAND HIGH SCHOOL,Bakersfield,Kern,11,15,73.33,3.83,3.96
HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,7,15,46.67,3.75,3.92
HIGHLANDS HIGH SCHOOL,North Highlands,Sacramento,0,0,,,
HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,20,45,44.44,3.71,3.99
HILLTOP HIGH SCHOOL,Chula Vista,San Diego,28,34,82.35,3.81,3.93
HILMAR HIGH SCHOOL,Hilmar,Merced,0,0,,,
HIRAM W JOHNSON HIGH SCHOOL,Sacramento,Sacramento,5,7,71.43,3.88,4.13
HOLLISTER HIGH SCHOOL,Hollister,San Benito,4,13,30.77,3.43,
HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,0,8,0.0,3.5,
HOLTVILLE HIGH SCHOOL,Holtville,Imperial,0,0,,,
HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,59,104,56.73,3.69,3.95
HOOPA VALLEY HIGH SCHOOL,Hoopa,Humboldt,0,0,,,
HUENEME HIGH SCHOOL,Oxnard,Ventura,4,10,40.0,3.63,
HUGHSON HIGH SCHOOL,Hughson,Stanislaus,0,0,,,
HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,17,40,42.5,3.59,3.97
HUNTINGTON PARK HIGH SCHOOL,Huntington Park,Los Angeles,0,0,,,
IDA B WELLS HIGH SCHOOL,San Francisco,San Francisco,0,0,,,
IMPERIAL HIGH SCHOOL,Imperial,Imperial,0,0,,,
INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,14,28,50.0,3.8,4.09
INDIO HIGH SCHOOL,Indio,Riverside,9,25,36.0,3.49,3.95
INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,5,10,50.0,3.66,3.82
INTERNATIONAL STUDIES ACADEMY,San Francisco,San Francisco,0,6,0.0,3.66,
IRVINE HIGH SCHOOL,Irvine,Orange,56,116,48.28,3.66,3.96
IRVINGTON HIGH SCHOOL,Fremont,Alameda,10,19,52.63,3.89,4.21
