school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
ARROYO HIGH SCHOOL,El Monte,Los Angeles,16,46,34.78,3.76,4.04
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,13,47,27.66,3.68,4.19
ARROYO PASEO CHARTER HS,San Diego,San Diego,0,0,,,
ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,7,31,22.58,3.32,3.83
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,8,17,47.06,3.58,3.97
ARVIN HIGH SCHOOL,Arvin,Kern,7,17,41.18,3.63,4.12
ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,0,0,,,
ASPIRE EAST PALO ALTO PHOENIX,East Palo Alto,San Mateo,0,0,,,
ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,0,0,,,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,6,6,100.0,4.3,4.3
ATWATER HIGH SCHOOL,Atwater,Merced,7,19,36.84,3.88,4.26
AVALON HIGH SCHOOL,Avalon,Los Angeles,0,0,,,
AVENAL HIGH SCHOOL,Avenal,Kings,0,0,,,
AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,0,0,,,
AZUSA HIGH SCHOOL,Azusa,Los Angeles,9,24,37.5,3.53,3.88
BACK BAY HIGH SCHOOL,Costa Mesa,Orange,0,0,,,
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,9,17,52.94,3.69,3.9
BALBOA HIGH SCHOOL,San Francisco,San Francisco,11,49,22.45,3.84,3.97
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,12,26,46.15,3.71,4.08
BANNING HIGH SCHOOL,Banning,Riverside,8,26,30.77,3.77,4.26
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,0,5,0.0,3.37,
BASSETT HIGH SCHOOL,La Puente,Los Angeles,10,32,31.25,3.58,4.02
BAY AREA TECHNOLOGY-BAYTECH,Oakland,Alameda,0,0,,,
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,5,15,33.33,3.6,4.17
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,4,11,36.36,3.98,
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,8,22,36.36,3.84,4.16
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,8,23,34.78,3.56,3.95
BELL HIGH SCHOOL,Bell,Los Angeles,7,24,29.17,3.52,3.95
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,12,34,35.29,3.98,4.24
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,3,20,15.0,3.57,
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,7,14,50.0,3.67,4.0
BENICIA HIGH SCHOOL,Benicia,Solano,16,40,40.0,3.97,4.24
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,24,39,61.54,3.84,4.05
BERKELEY HIGH SCHOOL,Berkeley,Alameda,50,140,35.71,3.89,4.17
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,27,128,21.09,3.68,4.05
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,0,7,0.0,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,21,50,42.0,3.73,4.07
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,6,12,50.0,3.87,4.12
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,7,15,46.67,3.54,3.94
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,10,25,40.0,3.7,3.99
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,13,50,26.0,3.64,4.07
BONITA HIGH SCHOOL,La Verne,Los Angeles,16,47,34.04,3.82,4.11
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,20,98,20.41,3.63,4.2
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0,0,,,
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,12,40,30.0,3.91,4.2
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,5,12,41.67,3.68,4.13
BREA OLINDA HIGH SCHOOL,Brea,Orange,20,63,31.75,3.88,4.08
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,0,5,0.0,,
BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,0,5,0.0,,
BUENA HIGH SCHOOL,Ventura,Ventura,11,39,28.21,3.86,4.24
BUENA PARK HIGH SCHOOL,Buena Park,Orange,14,27,51.85,3.81,4.18
BUENA VISTA VIRTUAL ACADEMY,Yorba Linda,Orange,0,0,,,
BUHACH COLONY HIGH SCHOOL,Atwater,Merced,0,7,0.0,3.86,
BULLARD HIGH SCHOOL,Fresno,Fresno,7,30,23.33,3.88,4.3
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,30,85,35.29,3.89,4.19
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,14,55,25.45,3.8,4.12
BURROUGHS EVENING HIGH SCHOOL,Ridgecrest,Kern,0,0,,,
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,19,62,30.65,3.94,4.21
CA CONNECTIONS ACADEMY CAPISTRANO,San Juan Capistrano,Orange,0,0,,,
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,10,21,47.62,3.98,4.25
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,10,37,27.03,3.65,4.14
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,35,125,28.0,3.84,4.18
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,3,6,50.0,3.8,
CALEXICO HIGH SCHOOL,Calexico,Imperial,21,50,42.0,3.76,3.99
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,31,67,46.27,3.82,4.05
CALIFORNIA CITY HIGH SCHOOL,California City,Kern,0,0,,,
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,38,120,31.67,3.81,4.17
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,12,34,35.29,3.79,4.09
CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,0,0,,,
CALIFORNIA VIRTUAL ACAD FRESNO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACAD SAN DIEGO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACAD SAN MATEO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACAD SUTTER,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACDM SONOMA,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL AT MARICOPA,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL-SAN JOAQUIN,Simi Valley,Ventura,0,0,,,
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0,0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0,0,,,
CAMINO NUEVO HIGH SCHOOL,Los Angeles,Los Angeles,0,0,,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,18,76,23.68,3.77,4.05
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,5,14,35.71,3.75,4.05
CANYON CREST ACADEMY,San Diego,San Diego,48,105,45.71,3.92,4.13
CANYON HIGH SCHOOL,Anaheim,Orange,31,127,24.41,3.79,4.24
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,10,53,18.87,3.76,4.21
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,19,42,45.24,3.97,4.25
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,11,39,28.21,3.51,4.1
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,22,84,26.19,3.91,4.28
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,5,17,29.41,3.76,4.1
CARLMONT HIGH SCHOOL,Belmont,San Mateo,34,101,33.66,3.86,4.18
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,26,93,27.96,3.86,4.18
CARLSBAD SEASIDE ACADEMY,Carlsbad,San Diego,0,0,,,
CARMEL HIGH SCHOOL,Carmel,Monterey,8,32,25.0,3.89,4.27
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,5,19,26.32,3.89,4.2
CARSON HIGH SCHOOL,Carson,Los Angeles,20,51,39.22,3.68,4.06
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,6,0.0,3.6,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,14,38,36.84,3.87,4.15
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,6,13,46.15,4.06,4.21
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,16,35,45.71,3.75,4.01
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0,0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,36,137,26.28,3.8,4.12
CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,0,0,,,
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,27,57,47.37,3.54,3.88
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,9,25,36.0,3.91,4.26
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,0,6,0.0,3.54,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,30,65,46.15,3.84,4.18
CENTER HIGH SCHOOL,Antelope,Sacramento,0,12,0.0,3.82,
CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,0,0,,,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,8,18,44.44,3.64,4.01
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,10,21,47.62,3.51,3.97
CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,0,7,0.0,3.44,
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0,5,0.0,3.77,
CENTURY HIGH SCHOOL,Santa Ana,Orange,0,9,0.0,3.53,
CENTURY HIGH SCHOOL,Westlake Village,Ventura,0,0,,,
CERES HIGH SCHOOL,Ceres,Stanislaus,0,0,,,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,60,180,33.33,3.79,4.15
CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,11,20,55.0,3.89,4.0
CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,7,15,46.67,3.78,4.32
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,10,24,41.67,3.66,4.1
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,9,25,36.0,3.85,4.24
CHAPARRAL HIGH,Ojai,Ventura,0,0,,,
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,14,72,19.44,3.78,4.24
CHARTER COMMUNITY SCHOOL,Placerville,El Dorado,0,0,,,
CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,0,13,0.0,3.86,
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,10,35,28.57,3.69,4.2
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,0,0,,,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,28,79,35.44,3.75,4.01
CHESTER HIGH SCHOOL,Chester,Plumas,0,0,,,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,6,17,35.29,3.91,4.13
CHINO HIGH SCHOOL,Chino,San Bernardino,10,27,37.04,3.74,4.14
CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,20,69,28.99,3.76,4.2
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,16,44,36.36,3.49,3.79
CIRCLE OF INDEPENDENT LEARNING,Fremont,Alameda,0,0,,,
CITRUS HILL HIGH SCHOOL,Perris,Riverside,5,32,15.62,3.61,4.15
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,0,6,0.0,3.58,
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,7,22,31.82,3.74,4.1
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0,0,,,
CIVITAS SCHOOL OF LEADERSHIP,Los Angeles,Los Angeles,0,0,,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,14,24,58.33,3.88,4.07
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,26,89,29.21,3.79,4.18
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,9,37,24.32,3.59,4.15
CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,0,0,,,
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,5,25,20.0,3.81,4.28
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,0,,,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,30,103,29.13,3.7,4.12
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0,0,,,
CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,6,22,27.27,3.76,4.22
CLOVIS HIGH SCHOOL,Clovis,Fresno,10,24,41.67,4.0,4.24
CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,24,52,46.15,3.99,4.28
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,27,69,39.13,3.92,4.22
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,13,36,36.11,3.69,4.04
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0,0,,,
COLEVILLE HIGH SCHOOL,Coleville,Mono,0,0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,3,12,25.0,4.08,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,18,51,35.29,3.89,4.16
COLLEGE PREP AND ARCH ACADEMY,Oakland,Alameda,0,5,0.0,2.81,
COLONY HIGH SCHOOL,Ontario,San Bernardino,4,26,15.38,3.5,
COLTON HIGH SCHOOL,Colton,San Bernardino,10,21,47.62,3.5,3.95
COMMUNITY HARVEST CHARTER SCH,Sherman Oaks,Los Angeles,3,11,27.27,3.56,
COMPTON ADULT SCHOOL,Compton,Los Angeles,0,0,,,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,6,18,33.33,3.33,3.79
CONCORD HIGH SCHOOL,Concord,Contra Costa,5,14,35.71,4.01,4.14
CORCORAN HIGH SCHOOL,Corcoran,Kings,3,7,42.86,3.76,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,4,12,33.33,3.75,
CORNING UNION HIGH SCHOOL,Corning,Tehama,0,0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,29,88,32.95,3.92,4.27
CORONA HIGH SCHOOL,Corona,Riverside,10,42,23.81,3.7,4.22
CORONADO HIGH SCHOOL,Coronado,San Diego,17,56,30.36,3.84,4.25
CORTEZ HILL ACADEMY,San Diego,San Diego,0,0,,,
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,7,19,36.84,3.75,4.08
COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,0,11,0.0,3.83,
COVINA HIGH SCHOOL,Covina,Los Angeles,8,26,30.77,3.7,4.22
CRAWFORD CHAMPS,San Diego,San Diego,6,16,37.5,3.63,4.05
CRAWFORD IDEA,San Diego,San Diego,4,6,66.67,3.88,
CRAWFORD LAW AND BUSINESS,San Diego,San Diego,0,5,0.0,3.62,
CRAWFORD MULTIMEDIA & VIS ARTS,San Diego,San Diego,0,7,0.0,3.36,
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,4,16,25.0,3.21,
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,51,175,29.14,3.72,4.1
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,20,63,31.75,3.7,4.13
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,57,155,36.77,3.9,4.18
CYPRESS HIGH SCHOOL,Cypress,Orange,25,91,27.47,3.81,4.17
DA VINCI CHARTER ACADEMY,Davis,Yolo,4,12,33.33,3.84,
DANA HILLS HIGH SCHOOL,Dana Point,Orange,33,115,28.7,3.9,4.2
DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,3,10,30.0,3.62,
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,7,15,46.67,3.34,3.8
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,4,10,40.0,3.62,
DAVIS SCHOOL INDEPENDENT STUDY,Davis,Yolo,0,0,,,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,60,159,37.74,3.98,4.21
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,7,12,58.33,3.84,4.03
DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,6,34,17.65,3.63,4.24
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,4,16,25.0,3.64,
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,7,21,33.33,3.86,4.18
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,0,0,,,
DEL ORO HIGH SCHOOL,Loomis,Placer,18,38,47.37,3.96,4.17
DELANO HIGH SCHOOL,Delano,Kern,9,17,52.94,3.75,4.01
DELHI HIGH SCHOOL,Delhi,Merced,0,0,,,
DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,0,0,,,
DESERT HIGH SCHOOL,Edwards,Kern,0,0,,,
DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,7,13,53.85,3.85,4.07
DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,20,36,55.56,3.81,4.06
DESERT SANDS CHARTER HIGH SCH,Lancaster,Los Angeles,0,0,,,
DESERT SANDS CHARTER HIGH SCHL,Lancaster,Los Angeles,0,0,,,
DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,0,0,,,
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,120,358,33.52,3.82,4.14
DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,22,61,36.07,3.93,4.24
DIEGO HILLS CHARTER SCHOOL,El Cajon,San Diego,0,0,,,
DINUBA HIGH SCHOOL,Dinuba,Tulare,0,9,0.0,3.53,
DISCOVERY CHARTER PREP SCHOOL,Sylmar,Los Angeles,0,0,,,
DIXON HIGH SCHOOL,Dixon,Solano,4,7,57.14,4.12,
DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,0,13,0.0,3.22,
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,3,11,27.27,3.84,
DOS PALOS HIGH SCHOOL,Dos Palos,Merced,0,0,,,
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,31,97,31.96,3.92,4.25
DOUGHERTY VALLEY HIGH SCHOOL,San Ramon,Contra Costa,47,130,36.15,3.84,4.15
DOWNEY HIGH SCHOOL,Downey,Los Angeles,13,52,25.0,3.61,4.11
DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,7,23,30.43,3.61,3.99
DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,0,6,0.0,3.69,
DR RICHARD VLADOVIC HARBOR ACA,Wilmington,Los Angeles,0,18,0.0,3.6,
DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,0,7,0.0,3.76,
DUARTE HIGH SCHOOL,Duarte,Los Angeles,6,19,31.58,3.81,4.14
DUBLIN HIGH SCHOOL,Dublin,Alameda,9,36,25.0,3.87,4.22
DUNCAN POLYTECHNICAL HS,Fresno,Fresno,0,0,,,
DURHAM HIGH SCHOOL,Durham,Butte,0,0,,,
EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,9,38,23.68,3.78,4.09
EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,0,0,,,
EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,7,17,41.18,3.79,4.04
EAST BAY ARTS,Hayward,Alameda,0,0,,,
EAST LA OCCUP CTR ROOSEVELT CM,Los Angeles,Los Angeles,0,0,,,
EAST LA SKILLS CTR - WILSON HS,Los Angeles,Los Angeles,0,0,,,
EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,0,0,,,
EAST OAKLAND SCH OF THE ARTS,Oakland,Alameda,0,0,,,
EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,0,0,,,
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,0,6,0.0,3.72,
EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,3,10,30.0,3.7,
EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,33,87,37.93,3.85,4.21
EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,8,25,32.0,3.63,3.97
EDISON HIGH SCHOOL,Fresno,Fresno,10,41,24.39,3.65,4.28
EDISON HIGH SCHOOL,Huntington Beach,Orange,14,63,22.22,3.79,4.2
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,4,12,33.33,3.69,
EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,3,14,21.43,3.84,
