school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,11,28.0,39.29,4.05,4.28
ALBANY HIGH SCHOOL,Albany,Alameda,38,106.0,35.85,3.85,4.28
ALDER GROVE CHARTER SCHOOL 2,Eureka,Humboldt,0,0.0,,,
ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,33,95.0,34.74,3.86,4.21
ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,38,118.0,32.2,3.85,4.16
ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,7,19.0,36.84,4.07,4.26
ALISAL HIGH SCHOOL,Salinas,Monterey,19,59.0,32.2,3.72,4.02
ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,56,177.0,31.64,3.9,4.23
ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,4,17.0,23.53,3.54,
ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,3,16.0,18.75,3.6,4.06
ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,7,21.0,33.33,3.64,4.09
ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,6,15.0,40.0,3.73,
ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,7,19.0,36.84,3.55,
ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,4,17.0,23.53,3.83,4.04
ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,3,11.0,27.27,3.7,
ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,7,21.0,33.33,3.76,4.19
ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,3,12.0,25.0,3.53,4.07
ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,3,8.0,37.5,3.7,
ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,0,13.0,0.0,3.47,3.84
ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,0,15.0,0.0,3.75,4.07
ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,3,19.0,15.79,3.73,4.06
ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,3,14.0,21.43,3.28,
ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,0,9.0,0.0,3.54,3.89
ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,0,6.0,0.0,3.54,
ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,0,15.0,0.0,3.72,3.94
ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,3,12.0,25.0,3.82,3.95
ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,0,0.0,,3.74,
ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,17,68.0,25.0,3.85,4.2
ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,3,6.0,50.0,,
ALTA VISTA INNOVATION HIGH,Hesperia,San Bernardino,0,0.0,,,
ALTERNATIVES IN ACTION HS,Oakland,Alameda,0,6.0,0.0,3.4,
AMADOR HIGH SCHOOL,Sutter Creek,Amador,0,7.0,0.0,4.14,
AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,70,240.0,29.17,3.91,4.24
AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,0,6.0,0.0,3.56,
AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,5,33.0,15.15,3.8,
AMERICAN HIGH SCHOOL,Fremont,Alameda,78,222.0,35.14,3.91,4.36
AMERICAS FINEST CHARTER SCHOOL,San Diego,San Diego,0,0.0,,,
AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,0,10.0,0.0,3.39,
ANAHEIM HIGH SCHOOL,Anaheim,Orange,14,53.0,26.42,3.57,3.95
ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,0,0.0,,,
ANALY HIGH SCHOOL,Sebastopol,Sonoma,4,15.0,26.67,4.06,4.29
ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,0,0.0,,,
ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,0,0.0,,,
ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,9,28.0,32.14,3.89,4.18
ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,13,42.0,30.95,3.97,4.25
ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,0,5.0,0.0,,
ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,4,19.0,21.05,3.68,4.01
ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,7,13.0,53.85,3.71,4.23
ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,5,28.0,17.86,3.8,4.17
ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,0,23.0,0.0,3.56,4.08
ANIMO RALPH BUNCHE CHARTER HS,Los Angeles,Los Angeles,5,12.0,41.67,3.3,
ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,6,13.0,46.15,3.47,3.82
ANIMO VENICE CHARTER HS,Venice,Los Angeles,8,21.0,38.1,3.31,3.72
ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,4,17.0,23.53,3.61,
ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,23,64.0,35.94,4.07,4.36
ANTELOPE HIGH SCHOOL,Antelope,Sacramento,8,33.0,24.24,3.9,4.22
ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,0,21.0,0.0,3.69,4.13
ANTELOPE VALLEY LEARNING ACDMY,Palmdale,Los Angeles,0,0.0,,,
ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,3,13.0,23.08,3.78,4.21
ANZAR HIGH SCHOOL,San Juan Bautista,San Benito,0,0.0,,,
APEX ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,0,6.0,0.0,3.68,
APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,8,35.0,22.86,3.8,4.28
APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,4,13.0,30.77,3.32,
APTOS HIGH SCHOOL,Aptos,Santa Cruz,16,47.0,34.04,3.93,4.24
ARAGON HIGH SCHOOL,San Mateo,San Mateo,41,139.0,29.5,3.92,4.33
ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,128,366.0,34.97,3.9,4.25
ARCATA HIGH SCHOOL,Arcata,Humboldt,11,22.0,50.0,4.08,4.28
ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,15,61.0,24.59,4.03,4.21
ARCHITECTURE CONSTRUCT ENG HS,Camarillo,Ventura,0,0.0,,,
ARISE HIGH SCHOOL,Oakland,Alameda,0,0.0,,3.18,
ARLETA HIGH SCHOOL,Arleta,Los Angeles,9,35.0,25.71,3.57,4.06
ARLINGTON HIGH SCHOOL,Riverside,Riverside,9,41.0,21.95,3.69,4.12
ARMIJO HIGH SCHOOL,Fairfield,Solano,12,27.0,44.44,4.01,4.24
ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,83,266.0,31.2,3.98,4.28
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,18,51.0,35.29,4.05,4.3
ARROYO HIGH SCHOOL,El Monte,Los Angeles,16,56.0,28.57,3.68,4.18
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,20,55.0,36.36,4.04,4.3
ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,12,53.0,22.64,3.65,4.12
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,6,18.0,33.33,3.7,4.1
ARVIN HIGH SCHOOL,Arvin,Kern,8,25.0,32.0,3.43,
ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,7,18.0,38.89,3.83,
ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,0,10.0,0.0,3.55,
ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,3,10.0,30.0,3.79,
ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,9,13.0,69.23,3.91,
ASPIRE OLLIN UNIV PREP ACDMY,Huntington Park,Los Angeles,0,5.0,0.0,3.72,3.95
ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,0,0.0,,3.38,
ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,0,10.0,0.0,3.54,
ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,0,0.0,,3.73,
ASSURANCE LEARNING ACADEMY,Lancaster,Los Angeles,0,5.0,0.0,,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,0,9.0,0.0,4.15,4.28
ATWATER HIGH SCHOOL,Atwater,Merced,5,18.0,27.78,3.87,
AUDEO CHARTER SCHOOL,San Diego,San Diego,0,0.0,,,
AUGUSTUS HAWKINS COMM HEALTH ADVCTE,Los Angeles,Los Angeles,0,5.0,0.0,3.15,
AUGUSTUS HAWKINS HIGH SCHOOL RISE,Los Angeles,Los Angeles,0,9.0,0.0,3.36,
AVENAL HIGH SCHOOL,Avenal,Kings,0,7.0,0.0,3.67,
AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,3,5.0,60.0,3.89,
AZUSA HIGH SCHOOL,Azusa,Los Angeles,15,32.0,46.88,3.55,4.03
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,0,21.0,0.0,3.78,4.17
BALBOA HIGH SCHOOL,San Francisco,San Francisco,22,57.0,38.6,3.81,4.22
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,9,35.0,25.71,3.85,4.19
BANNING HIGH SCHOOL,Banning,Riverside,10,34.0,29.41,3.52,4.05
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,0,5.0,0.0,3.95,
BASSETT HIGH SCHOOL,La Puente,Los Angeles,0,12.0,0.0,3.61,4.11
BAY AREA TECHNOLOGY-BAYTECH,Oakland,Alameda,0,0.0,,,
BAYFRONT CHARTER HIGH SCHOOL,Chula Vista,San Diego,5,14.0,35.71,3.69,4.06
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,7,22.0,31.82,3.78,
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,0,7.0,0.0,3.72,
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,10,51.0,19.61,3.81,4.24
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,16,55.0,29.09,3.59,4.03
BELL HIGH SCHOOL,Bell,Los Angeles,17,59.0,28.81,3.81,4.15
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,10,41.0,24.39,3.98,4.28
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,7,27.0,25.93,3.79,4.22
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,5,13.0,38.46,3.73,
BENICIA HIGH SCHOOL,Benicia,Solano,25,65.0,38.46,4.03,4.3
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,10,23.0,43.48,3.75,4.18
BERKELEY HIGH SCHOOL,Berkeley,Alameda,90,252.0,35.71,3.99,4.31
BERKELEY TECHNOLOGY ACADEMY,Berkeley,Alameda,0,0.0,,,
BERT CORONA CHARTER HIGH SCHL,Pacoima,Los Angeles,0,8.0,0.0,,
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,37,105.0,35.24,3.86,4.14
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,0,0.0,,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,16,80.0,20.0,3.68,3.98
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,0,5.0,0.0,3.65,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,3,11.0,27.27,3.68,
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,6,55.0,10.91,3.65,4.03
BLUE RIDGE ACADEMY,Maricopa,Kern,0,0.0,,3.87,
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,34,103.0,33.01,3.72,4.13
BONITA HIGH SCHOOL,La Verne,Los Angeles,28,86.0,32.56,4.07,4.3
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,35,81.0,43.21,3.88,4.15
BONSALL HIGH SCHOOL,Bonsall,San Diego,6,7.0,85.71,3.86,
BORON HIGH SCHOOL,Boron,Kern,0,0.0,,,
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0,0.0,,,
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,20,83.0,24.1,3.93,4.31
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,14,29.0,48.28,3.76,4.21
BREA OLINDA HIGH SCHOOL,Brea,Orange,19,69.0,27.54,3.96,4.28
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,0,6.0,0.0,,
BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,8,15.0,53.33,3.57,
BUENA HIGH SCHOOL,Ventura,Ventura,10,20.0,50.0,3.85,4.26
BUENA PARK HIGH SCHOOL,Buena Park,Orange,11,38.0,28.95,3.77,4.17
BUENA VISTA VIRTUAL ACADEMY,Yorba Linda,Orange,0,0.0,,,
BUHACH COLONY HIGH SCHOOL,Atwater,Merced,9,30.0,30.0,3.96,4.23
BULLARD HIGH SCHOOL,Fresno,Fresno,5,23.0,21.74,3.85,4.33
BURBANK INDEPENDENT LEARNING,Burbank,Los Angeles,0,0.0,,,
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,30,102.0,29.41,3.86,4.36
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,37,120.0,30.83,3.9,4.31
BUTTE VALLEY HIGH SCHOOL,Dorris,Siskiyou,0,0.0,,,
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,23,68.0,33.82,3.91,4.27
CA CONNECTIONS ACADEMY CAPISTRANO,San Juan Capistrano,Orange,9,26.0,34.62,3.83,4.21
CA CONNECTIONS ACADEMY CNTRL V,Ripon,San Joaquin,0,0.0,,,
CA PACIFIC CHRTR SCHL SD EXCEL,Newport Beach,Orange,0,0.0,,,
CA PCFC CHRTR SCHL SD SAGE OAK,Redlands,San Bernardino,0,0.0,,,
CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,9,18.0,50.0,3.96,4.24
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,5,20.0,25.0,3.7,
CABRILLO POINT ACADEMY,El Cajon,San Diego,0,0.0,,4.17,
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,17,73.0,23.29,3.79,4.14
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,43,136.0,31.62,4.0,4.21
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,0,7.0,0.0,3.77,
CALERO HIGH SCHOOL,San Jose,Santa Clara,0,0.0,,,
CALEXICO HIGH SCHOOL,Calexico,Imperial,29,76.0,38.16,3.75,4.09
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,71,122.0,58.2,4.08,4.21
CALIFORNIA CITY HIGH SCHOOL,California City,Kern,0,0.0,,,
CALIFORNIA CONNECTIONS ACD RPN,Ripon,San Joaquin,0,8.0,0.0,3.68,
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,87,204.0,42.65,3.95,4.29
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,20,65.0,30.77,3.87,4.25
CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,3,25.0,12.0,3.7,4.03
CALIFORNIA PACIFIC CHARTR SAN DIEG,Costa Mesa,Orange,0,0.0,,,
CALIFORNIA PREPARATORY ACADEMY,San Juan Capistrano,Orange,0,0.0,,3.62,
CALIFORNIA VIRTUAL ACAD FRESNO,Simi Valley,Ventura,0,0.0,,,
CALIFORNIA VIRTUAL ACAD SAN DIEGO,Simi Valley,Ventura,0,0.0,,3.54,
CALIFORNIA VIRTUAL ACAD SAN MATEO,Simi Valley,Ventura,0,5.0,0.0,4.0,
CALIFORNIA VIRTUAL ACAD SUTTER,Simi Valley,Ventura,0,0.0,,,
CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,0,0.0,,3.77,
CALIFORNIA VIRTUAL ACDM SONOMA,Simi Valley,Ventura,0,0.0,,,
CALIFORNIA VIRTUAL ACDMY KINGS,Simi Valley,Ventura,0,0.0,,,
CALIFORNIA VIRTUAL AT MARICOPA,Simi Valley,Ventura,0,0.0,,,
CALIFORNIA VIRTUAL-SAN JOAQUIN,Simi Valley,Ventura,0,0.0,,3.87,
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0,0.0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0,0.0,,3.49,
CAMINO NUEVO HIGH SCHOOL,Los Angeles,Los Angeles,3,14.0,21.43,3.24,
CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,5,8.0,62.5,3.2,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,36,85.0,42.35,3.89,4.24
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,0,7.0,0.0,3.68,4.03
CANYON CREST ACADEMY,San Diego,San Diego,150,300.0,50.0,3.98,4.17
CANYON HIGH SCHOOL,Anaheim,Orange,38,122.0,31.15,3.96,4.29
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,15,32.0,46.88,3.78,4.16
CANYON HIGH SCHOOL,Castro Valley,Alameda,0,0.0,,,
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,26,80.0,32.5,4.04,4.28
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,24,53.0,45.28,3.63,4.11
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,33,84.0,39.29,4.04,4.31
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,12,46.0,26.09,3.81,4.27
CARLMONT HIGH SCHOOL,Belmont,San Mateo,67,220.0,30.45,3.95,4.34
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,48,104.0,46.15,4.01,4.26
CARMEL HIGH SCHOOL,Carmel,Monterey,9,40.0,22.5,4.03,4.26
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,7,18.0,38.89,4.06,
CARSON HIGH SCHOOL,Carson,Los Angeles,12,40.0,30.0,3.47,
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,0.0,,,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,7,31.0,22.58,3.88,4.23
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,0,0.0,,3.92,
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,12,43.0,27.91,3.86,4.12
CASTLEMONT HIGH SCHOOL,Oakland,Alameda,0,0.0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,43,162.0,26.54,3.94,4.32
CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,0,7.0,0.0,,
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,22,56.0,39.29,3.76,4.11
CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,4,10.0,40.0,,
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,11,28.0,39.29,3.86,4.27
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,3,15.0,20.0,3.62,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,50,129.0,38.76,3.78,4.23
CENTER HIGH SCHOOL,Antelope,Sacramento,6,12.0,50.0,3.77,
CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,3,10.0,30.0,3.16,
CENTRAL COAST NEW TECH HIGH SC,Nipomo,San Luis Obispo,0,0.0,,3.84,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,10,22.0,45.45,3.87,4.22
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,13,26.0,50.0,3.48,4.06
CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,7,16.0,43.75,3.6,
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0,0.0,,,
CENTURY ACADEMY,Thousand Oaks,Ventura,0,0.0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,10,43.0,23.26,3.63,4.1
CERES HIGH SCHOOL,Ceres,Stanislaus,0,13.0,0.0,3.97,4.27
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,46,157.0,29.3,3.8,4.22
CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,5,18.0,27.78,3.79,4.2
CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,4,11.0,36.36,3.75,3.85
CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,7,24.0,29.17,3.94,4.22
CHAFFEY DISTRICT ONLINE HS,Ontario,San Bernardino,0,0.0,,,
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,15,37.0,40.54,3.83,4.11
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,6,32.0,18.75,3.7,4.14
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,36,112.0,32.14,3.85,4.19
CHARTER COMMUNITY SCHOOL,Placerville,El Dorado,0,0.0,,4.15,
CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,0,12.0,0.0,3.62,
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,4,32.0,12.5,3.83,4.22
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,3,9.0,33.33,3.84,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,8,29.0,27.59,3.84,4.23
CHICO SENIOR HIGH SCHOOL,Chico,Butte,13,23.0,56.52,4.06,
CHINO HIGH SCHOOL,Chino,San Bernardino,0,28.0,0.0,3.73,4.17
CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,42,150.0,28.0,3.94,4.25
CHOICES CHARTER SCHOOL,Sacramento,Sacramento,0,0.0,,,
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,0.0,,,
CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,14,30.0,46.67,3.96,4.26
CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,10,29.0,34.48,3.84,4.22
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,24,81.0,29.63,3.66,4.05
CIRCLE OF INDEPENDENT LEARNING,Fremont,Alameda,0,0.0,,3.56,
CITRUS HILL HIGH SCHOOL,Perris,Riverside,16,68.0,23.53,3.81,4.22
CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,13,51.0,25.49,3.76,4.22
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,0,0.0,,,
CITY HEIGHTS PREP CHARTER SCHL,San Diego,San Diego,0,0.0,,3.78,
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,4,17.0,23.53,3.74,4.04
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0,9.0,0.0,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,10,24.0,41.67,3.89,4.21
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,34,122.0,27.87,3.99,4.28
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,28,55.0,50.91,3.83,4.18
CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,22,44.0,50.0,4.04,4.29
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,35,80.0,43.75,3.97,4.28
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,5.0,0.0,3.64,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,45,115.0,39.13,3.88,4.22
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,4,8.0,50.0,4.04,
CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,9,25.0,36.0,3.88,4.32
CLOVIS HIGH SCHOOL,Clovis,Fresno,15,31.0,48.39,3.92,4.32
CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,35,78.0,44.87,3.98,4.28
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,11,34.0,32.35,3.96,4.24
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,13,53.0,24.53,3.65,4.17
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,6.0,0.0,,
COAST HIGH SCHOOL,Huntington Beach,Orange,0,0.0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0,0.0,,3.95,
COASTAL ACADEMY HS OCEANSIDE,Oceanside,San Diego,0,0.0,,3.93,
COBALT INSTITUTE MATH/SCIENCE,Victorville,San Bernardino,6,23.0,26.09,3.53,4.14
COLEVILLE HIGH SCHOOL,Coleville,Mono,0,0.0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,0,0.0,,4.22,4.26
COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,0,7.0,0.0,4.07,
