school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,0,12,0.0,3.57,
ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,4,12,33.33,3.81,
ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,3,9,33.33,,
ASSURANCE LEARNING ACADEMY,Lancaster,Los Angeles,0,0,,,
ATASCADERO CHOICES EDUC ACAD,Atascadero,San Luis Obispo,0,0,,,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,8,13,61.54,3.98,
ATWATER HIGH SCHOOL,Atwater,Merced,3,8,37.5,3.87,4.15
AUDEO CHARTER SCHOOL,San Diego,San Diego,0,0,,3.89,
AUDEO CHARTER SCHOOL II,San Diego,San Diego,0,0,,,
AUGUSTUS HAWKINS COMM HEALTH ADVCTE,Los Angeles,Los Angeles,0,6,0.0,,
AUGUSTUS HAWKINS HIGH SCHOOL RISE,Los Angeles,Los Angeles,0,5,0.0,,
AVALON HIGH SCHOOL,Avalon,Los Angeles,0,0,,,
AVENAL HIGH SCHOOL,Avenal,Kings,4,10,40.0,3.56,4.12
AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,0,5,0.0,,
AZUSA HIGH SCHOOL,Azusa,Los Angeles,11,23,47.83,3.69,4.05
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,13,31,41.94,3.86,4.05
BALBOA HIGH SCHOOL,San Francisco,San Francisco,6,70,8.57,4.01,4.31
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,13,32,40.62,3.85,4.15
BANNING HIGH SCHOOL,Banning,Riverside,8,31,25.81,3.64,4.17
BANNING INDEPENDENT STUDY SCHL,Banning,Riverside,0,0,,,
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,3,8,37.5,3.61,
BASSETT HIGH SCHOOL,La Puente,Los Angeles,6,26,23.08,3.58,3.97
BAY AREA TECHNOLOGY-BAYTECH,Oakland,Alameda,0,0,,,
BAYFRONT CHARTER HIGH SCHOOL,Chula Vista,San Diego,13,30,43.33,3.56,
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,0,26,0.0,3.8,
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,0,9,0.0,4.13,4.37
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,24,70,34.29,4.02,4.3
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,19,43,44.19,3.62,4.08
BELL HIGH SCHOOL,Bell,Los Angeles,22,54,40.74,3.91,4.19
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,12,58,20.69,4.07,4.19
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,12,32,37.5,3.76,4.14
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,3,16,18.75,3.75,4.12
BENICIA HIGH SCHOOL,Benicia,Solano,11,52,21.15,4.07,
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,11,31,35.48,3.85,4.13
BERKELEY HIGH SCHOOL,Berkeley,Alameda,70,321,21.81,4.1,4.36
BERT CORONA CHARTER HIGH SCHL,Pacoima,Los Angeles,0,0,,,
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,29,109,26.61,3.9,4.19
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,0,6,0.0,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,40,108,37.04,3.65,3.98
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,0,8,0.0,3.78,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,0,12,0.0,3.65,
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,25,55,45.45,3.56,3.99
BLUE RIDGE ACADEMY,Maricopa,Kern,0,7,0.0,4.03,
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,28,139,20.14,3.94,4.13
BONITA HIGH SCHOOL,La Verne,Los Angeles,33,73,45.21,4.1,4.25
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,74,136,54.41,3.99,4.18
BONSALL HIGH SCHOOL,Bonsall,San Diego,3,9,33.33,4.1,
BORON HIGH SCHOOL,Boron,Kern,0,0,,,
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0,0,,,
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,11,110,10.0,4.04,4.32
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,14,36,38.89,3.92,4.19
BREA OLINDA HIGH SCHOOL,Brea,Orange,25,98,25.51,4.0,4.25
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,0,8,0.0,3.87,
BRIO COLLEGE PREP,Los Angeles,Los Angeles,4,17,23.53,3.76,
BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,0,6,0.0,3.83,
BUENA HIGH SCHOOL,Ventura,Ventura,6,33,18.18,3.88,4.3
BUENA PARK HIGH SCHOOL,Buena Park,Orange,12,39,30.77,3.86,4.23
BUENA VISTA HIGH SCHOOL,Lakewood,Los Angeles,0,0,,,
BUENA VISTA VIRTUAL ACADEMY,Yorba Linda,Orange,0,0,,,
BUHACH COLONY HIGH SCHOOL,Atwater,Merced,6,29,20.69,3.99,4.2
BULLARD HIGH SCHOOL,Fresno,Fresno,9,35,25.71,4.0,4.29
BURBANK INDEPENDENT LEARNING,Burbank,Los Angeles,0,0,,4.24,
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,19,103,18.45,4.02,4.27
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,22,153,14.38,4.06,4.36
BUTTE VALLEY HIGH SCHOOL,Dorris,Siskiyou,0,0,,,
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,19,78,24.36,3.94,4.27
CA CONNECTION ACADEMY CENTRAL COAST,San Juan Capistrano,Orange,0,0,,3.85,
CA CONNECTIONS ACADEMY CAPISTRANO,San Juan Capistrano,Orange,7,33,21.21,4.0,4.36
CA CONNECTIONS ACADEMY CNTRL V,Ripon,San Joaquin,0,0,,,
CA PCFC CHRTR SCHL SD SAGE OAK,Redlands,San Bernardino,0,0,,,
CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,15,51,29.41,4.0,4.24
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,4,18,22.22,4.06,4.2
CABRILLO POINT ACADEMY,El Cajon,San Diego,3,5,60.0,,
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,27,76,35.53,3.62,4.15
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,47,130,36.15,4.0,4.26
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,0,5,0.0,,
CALERO HIGH SCHOOL,San Jose,Santa Clara,0,0,,,
CALEXICO HIGH SCHOOL,Calexico,Imperial,26,69,37.68,3.85,4.15
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,63,97,64.95,4.18,4.29
CALIFORNIA CITY HIGH SCHOOL,California City,Kern,0,0,,,
CALIFORNIA CNCTS MONTEREY BAY,Ripon,San Joaquin,0,0,,3.98,
CALIFORNIA CONNECTIONS ACD RPN,Ripon,San Joaquin,0,12,0.0,4.11,4.3
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,54,277,19.49,4.07,4.33
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,28,70,40.0,3.96,4.27
CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,8,20,40.0,3.6,4.13
CALIFORNIA PACIFIC CHARTER LA,Newport Beach,Orange,0,0,,,
CALIFORNIA PACIFIC CHARTR SAN DIEG,Costa Mesa,Orange,0,0,,,
CALIFORNIA PREPARATORY ACADEMY,San Juan Capistrano,Orange,0,5,0.0,4.11,
CALIFORNIA VIRTUAL ACAD FRESNO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACAD SAN DIEGO,Simi Valley,Ventura,0,5,0.0,3.55,
CALIFORNIA VIRTUAL ACAD SAN MATEO,Simi Valley,Ventura,0,5,0.0,3.89,
CALIFORNIA VIRTUAL ACAD SUTTER,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,0,8,0.0,3.76,
CALIFORNIA VIRTUAL ACDM SONOMA,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACDMY KINGS,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL-SAN JOAQUIN,Simi Valley,Ventura,0,5,0.0,3.7,
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0,0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0,13,0.0,3.52,
CAMINO NUEVO HIGH SCHOOL,Los Angeles,Los Angeles,0,10,0.0,,
CAMINO NUEVO HIGH SCHOOL NO 2,Los Angeles,Los Angeles,4,18,22.22,3.62,4.03
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,28,121,23.14,4.14,4.31
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,7,13,53.85,3.84,4.07
CANYON CREST ACADEMY,San Diego,San Diego,177,397,44.58,4.06,4.21
CANYON HIGH SCHOOL,Anaheim,Orange,43,161,26.71,4.02,4.29
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,19,60,31.67,3.88,
CANYON HIGH SCHOOL,Castro Valley,Alameda,0,0,,,
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,27,73,36.99,3.96,4.25
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,30,94,31.91,3.77,4.12
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,40,115,34.78,4.06,4.32
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,8,46,17.39,4.05,4.36
CARLMONT HIGH SCHOOL,Belmont,San Mateo,41,248,16.53,4.08,4.32
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,62,132,46.97,4.04,4.26
CARLSBAD SEASIDE ACADEMY,Carlsbad,San Diego,0,0,,,
CARMEL HIGH SCHOOL,Carmel,Monterey,18,58,31.03,4.12,4.25
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,4,11,36.36,3.95,
CARSON HIGH SCHOOL,Carson,Los Angeles,4,42,9.52,3.74,4.13
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,0,,3.99,4.17
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,9,50,18.0,3.96,4.22
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,3,16,18.75,3.92,4.2
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,33,53,62.26,3.86,4.2
CASTLEMONT HIGH SCHOOL,Oakland,Alameda,0,0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,29,205,14.15,3.99,4.37
CASTRO VALLEY VIRTUAL ACADEMY,Castro Valley,Alameda,0,0,,,
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,15,37,40.54,3.91,4.16
CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,0,0,,,
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,11,35,31.43,4.09,4.33
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,4,12,33.33,3.55,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,44,124,35.48,3.92,4.22
CENTER HIGH SCHOOL,Antelope,Sacramento,0,7,0.0,3.72,
CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,0,7,0.0,3.94,
CENTRAL COAST NEW TECH HIGH SC,Nipomo,San Luis Obispo,4,7,57.14,3.96,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,8,34,23.53,3.85,4.2
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,7,27,25.93,3.78,4.01
CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,0,11,0.0,3.93,4.14
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0,0,,4.12,
CENTURY ACADEMY,Thousand Oaks,Ventura,0,0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,13,35,37.14,3.73,4.09
CERES HIGH SCHOOL,Ceres,Stanislaus,12,25,48.0,3.94,4.18
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,38,182,20.88,4.0,4.24
CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,5,21,23.81,3.97,4.13
CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,6,9,66.67,3.76,4.08
CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,16,33,48.48,3.95,4.21
CHAFFEY DISTRICT ONLINE HS,Ontario,San Bernardino,0,0,,,
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,29,50,58.0,3.93,4.1
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,9,28,32.14,3.63,4.03
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,43,114,37.72,3.89,4.22
CHARTER COMMUNITY SCHOOL,Placerville,El Dorado,0,8,0.0,3.95,
CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,3,23,13.04,3.54,
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,17,49,34.69,3.91,4.24
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,0,6,0.0,3.72,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,19,36,52.78,3.79,4.17
CHAWANAKEE ACADEMY,Oneals,Madera,0,0,,,
CHESTER HIGH SCHOOL,Chester,Plumas,0,0,,,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,0,29,0.0,4.08,
CHINO HIGH SCHOOL,Chino,San Bernardino,11,32,34.38,3.82,
CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,52,170,30.59,3.94,4.22
CHOICES CHARTER SCHOOL,Sacramento,Sacramento,0,0,,,
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,0,,3.64,4.16
CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,15,50,30.0,4.04,4.36
CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,14,38,36.84,3.9,4.26
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,29,75,38.67,3.81,4.05
CIRCLE OF INDEPENDENT LEARNING,Fremont,Alameda,0,6,0.0,,
CIS ACADEMY,Pasadena,Los Angeles,0,0,,,
CITRUS HILL HIGH SCHOOL,Perris,Riverside,34,103,33.01,3.78,4.17
CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,20,55,36.36,3.84,4.27
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,0,0,,,
CITY HEIGHTS PREP CHARTER SCHL,San Diego,San Diego,0,8,0.0,,
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,7,13,53.85,3.86,4.13
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0,5,0.0,3.72,4.09
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,20,50,40.0,3.89,4.17
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,32,108,29.63,4.01,4.3
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,15,56,26.79,3.9,4.23
CLARKSVILLE CHARTER SCHOOL,El Dorado Hills,El Dorado,0,0,,,
CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,25,55,45.45,4.1,4.3
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,19,88,21.59,4.04,4.28
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,5,0.0,3.65,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,34,112,30.36,3.93,4.27
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0,9,0.0,4.11,
CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,7,36,19.44,3.99,4.2
CLOVIS HIGH SCHOOL,Clovis,Fresno,9,34,26.47,3.82,4.3
CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,26,102,25.49,4.01,4.26
CLOVIS ONLINE SCHOOL,Clovis,Fresno,0,0,,4.04,
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,15,47,31.91,3.95,4.29
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,18,48,37.5,3.82,4.18
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,0,,4.08,4.15
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0,7,0.0,4.03,
COASTAL ACADEMY HS OCEANSIDE,Oceanside,San Diego,0,6,0.0,4.02,4.28
COBALT INSTITUTE MATH/SCIENCE,Victorville,San Bernardino,8,45,17.78,3.73,4.01
COLFAX HIGH SCHOOL,Colfax,Placer,14,16,87.5,4.06,
