school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
ARROYO GRANDE HIGH (CROWN HILL),Arroyo Grande,San Luis Obispo,0.0,0.0,,,
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,28.0,57.0,49.12,3.81,4.16
ARROYO HIGH SCHOOL,El Monte,Los Angeles,16.0,27.0,59.26,3.73,4.08
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,13.0,24.0,54.17,3.98,4.17
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,9.0,18.0,50.0,3.79,4.0
ARVIN HIGH SCHOOL,Arvin,Kern,6.0,14.0,42.86,3.73,3.8
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,9.0,22.0,40.91,3.81,4.08
ATWATER HIGH SCHOOL,Atwater,Merced,11.0,23.0,47.83,3.76,3.98
AVALON HIGH SCHOOL,Avalon,Los Angeles,0.0,0.0,,,
AZUSA HIGH SCHOOL,Azusa,Los Angeles,0.0,0.0,,,
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,11.0,33.0,33.33,3.58,4.0
BALBOA HIGH SCHOOL,San Francisco,San Francisco,7.0,25.0,28.0,3.53,4.05
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,10.0,19.0,52.63,3.68,3.88
BANNING HIGH SCHOOL,Banning,Riverside,6.0,22.0,27.27,3.81,4.31
BANNING-CARSON COMMUNITY ADULT,Wilmington,Los Angeles,0.0,0.0,,,
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,10.0,12.0,83.33,3.94,4.06
BASSETT HIGH SCHOOL,La Puente,Los Angeles,5.0,20.0,25.0,3.3,3.91
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,6.0,15.0,40.0,3.69,4.09
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,4.0,14.0,28.57,3.93,
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,4.0,6.0,66.67,3.68,
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,16.0,35.0,45.71,3.44,3.87
BELL HIGH SCHOOL,Bell,Los Angeles,19.0,40.0,47.5,3.69,3.94
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,23.0,40.0,57.5,3.92,4.13
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,8.0,16.0,50.0,3.82,4.08
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,23.0,53.0,43.4,3.42,3.88
BENICIA HIGH SCHOOL,Benicia,Solano,26.0,59.0,44.07,3.87,4.16
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,19.0,34.0,55.88,3.55,3.89
BERKELEY HIGH SCHOOL,Berkeley,Alameda,64.0,160.0,40.0,3.65,3.97
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,49.0,148.0,33.11,3.5,3.98
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,5.0,10.0,50.0,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,11.0,39.0,28.21,,
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,0.0,8.0,0.0,3.45,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,6.0,18.0,33.33,3.26,3.96
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,4.0,12.0,33.33,3.67,
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,12.0,17.0,70.59,3.92,4.13
BONITA HIGH SCHOOL,La Verne,Los Angeles,17.0,34.0,50.0,3.77,4.1
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,66.0,143.0,46.15,3.78,4.12
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0.0,0.0,,,
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,0.0,0.0,,,
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,14.0,17.0,82.35,3.83,4.01
BREA OLINDA HIGH SCHOOL,Brea,Orange,32.0,60.0,53.33,3.84,4.12
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,4.0,12.0,33.33,,
BUENA HIGH SCHOOL,Ventura,Ventura,16.0,44.0,36.36,3.8,4.09
BUENA PARK HIGH SCHOOL,Buena Park,Orange,5.0,15.0,33.33,3.75,4.25
BULLARD HIGH SCHOOL,Fresno,Fresno,29.0,52.0,55.77,3.96,4.21
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,28.0,57.0,49.12,3.69,3.97
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,20.0,51.0,39.22,3.75,4.19
BURNEY JUNIOR-SENIOR HS,Burney,Shasta,0.0,0.0,,,
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,24.0,59.0,40.68,3.64,4.01
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,10.0,21.0,47.62,3.88,4.13
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,9.0,19.0,47.37,3.49,3.97
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,58.0,136.0,42.65,3.71,3.98
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,3.0,9.0,33.33,3.64,
CALEXICO HIGH SCHOOL,Calexico,Imperial,22.0,42.0,52.38,3.66,3.87
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,46.0,87.0,52.87,3.75,3.95
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,46.0,90.0,51.11,3.81,4.11
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,5.0,9.0,55.56,3.86,4.02
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0.0,0.0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0.0,0.0,,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,36.0,90.0,40.0,3.65,3.98
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,12.0,17.0,70.59,3.7,3.9
CANYON HIGH SCHOOL,Anaheim,Orange,40.0,94.0,42.55,3.66,4.08
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,17.0,46.0,36.96,3.9,4.13
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,26.0,59.0,44.07,3.78,4.06
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,8.0,30.0,26.67,3.46,3.98
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,36.0,94.0,38.3,3.66,4.03
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,5.0,11.0,45.45,3.57,3.85
CARLMONT HIGH SCHOOL,Belmont,San Mateo,26.0,56.0,46.43,3.74,4.1
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,39.0,83.0,46.99,3.78,4.13
CARMEL HIGH SCHOOL,Carmel,Monterey,6.0,17.0,35.29,3.75,4.19
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,3.0,12.0,25.0,3.79,
CARSON HIGH SCHOOL,Carson,Los Angeles,21.0,57.0,36.84,3.6,4.11
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0.0,8.0,0.0,3.42,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,10.0,31.0,32.26,3.71,4.02
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,4.0,18.0,22.22,3.78,
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,20.0,40.0,50.0,3.51,3.85
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0.0,0.0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,45.0,87.0,51.72,3.79,4.03
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,20.0,31.0,64.52,3.73,3.95
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,7.0,24.0,29.17,3.88,4.15
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,0.0,0.0,,,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,15.0,46.0,32.61,3.72,4.12
CENTER HIGH SCHOOL,Antelope,Sacramento,3.0,16.0,18.75,3.55,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,6.0,11.0,54.55,3.8,4.09
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,10.0,17.0,58.82,3.44,3.83
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0.0,0.0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,15.0,31.0,48.39,3.52,3.8
CERES HIGH SCHOOL,Ceres,Stanislaus,4.0,10.0,40.0,3.72,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,67.0,201.0,33.33,3.53,3.95
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,6.0,12.0,50.0,3.96,4.22
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,15.0,31.0,48.39,3.71,4.07
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,15.0,44.0,34.09,3.64,4.01
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,11.0,29.0,37.93,3.8,4.08
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,0.0,0.0,,,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,37.0,76.0,48.68,3.66,3.9
CHAUTAUQUA HIGH SCHOOL,Big Bear Lake,San Bernardino,0.0,0.0,,,
CHESTER HIGH SCHOOL,Chester,Plumas,0.0,0.0,,,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,11.0,21.0,52.38,3.98,4.2
CHINO HIGH SCHOOL,Chino,San Bernardino,11.0,28.0,39.29,3.87,4.16
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0.0,0.0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,26.0,56.0,46.43,3.58,3.91
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0.0,0.0,,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,17.0,40.0,42.5,3.79,4.18
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,56.0,132.0,42.42,3.79,4.02
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,25.0,71.0,35.21,3.54,3.86
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,5.0,22.0,22.73,3.72,4.24
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,3.0,8.0,37.5,3.84,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,45.0,96.0,46.88,3.71,4.09
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0.0,0.0,,,
CLOVIS HIGH SCHOOL,Clovis,Fresno,13.0,29.0,44.83,3.79,4.16
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,48.0,100.0,48.0,3.82,4.06
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,10.0,27.0,37.04,3.52,3.72
COALINGA HIGH SCHOOL,Coalinga,Fresno,4.0,7.0,57.14,3.82,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0.0,10.0,0.0,3.98,
COLFAX HIGH SCHOOL,Colfax,Placer,4.0,11.0,36.36,3.94,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,30.0,64.0,46.88,3.89,4.17
COLTON HIGH SCHOOL,Colton,San Bernardino,0.0,13.0,0.0,3.22,
COLUSA HIGH SCHOOL,Colusa,Colusa,5.0,9.0,55.56,3.9,4.0
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,0.0,11.0,0.0,2.96,
CONCORD HIGH SCHOOL,Concord,Contra Costa,13.0,18.0,72.22,3.98,4.19
CORCORAN HIGH SCHOOL,Corcoran,Kings,0.0,0.0,,,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,6.0,19.0,31.58,3.65,4.02
CORNING UNION HIGH SCHOOL,Corning,Tehama,0.0,0.0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,22.0,72.0,30.56,3.64,4.07
CORONA HIGH SCHOOL,Corona,Riverside,11.0,26.0,42.31,3.61,4.06
CORONADO HIGH SCHOOL,Coronado,San Diego,21.0,46.0,45.65,3.7,4.11
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,10.0,28.0,35.71,3.68,4.15
COVINA HIGH SCHOOL,Covina,Los Angeles,15.0,28.0,53.57,3.78,4.17
CRAWFORD HIGH SCHOOL,San Diego,San Diego,15.0,29.0,51.72,3.68,4.06
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,5.0,17.0,29.41,3.32,3.85
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,50.0,116.0,43.1,3.59,3.89
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,20.0,44.0,45.45,3.68,4.05
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,42.0,91.0,46.15,3.77,4.09
CUYAMA VALLEY HIGH SCHOOL,New Cuyama,Santa Barbara,0.0,0.0,,,
CYPRESS HIGH SCHOOL,Cypress,Orange,29.0,60.0,48.33,3.73,4.04
DANA HILLS HIGH SCHOOL,Dana Point,Orange,51.0,113.0,45.13,3.8,4.05
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,7.0,14.0,50.0,3.58,3.85
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,0.0,0.0,,,
DAVIS SCHOOL INDEPENDENT STUDY,Davis,Yolo,0.0,0.0,,,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,85.0,178.0,47.75,3.8,4.07
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,5.0,10.0,50.0,3.9,
DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,16.0,42.0,38.1,3.73,4.09
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,10.0,19.0,52.63,3.85,4.0
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,9.0,13.0,69.23,4.07,4.24
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,8.0,11.0,72.73,4.0,4.13
DEL ORO HIGH SCHOOL,Loomis,Placer,15.0,22.0,68.18,4.08,4.13
DELANO HIGH SCHOOL,Delano,Kern,8.0,16.0,50.0,3.68,4.0
DELTA HIGH SCHOOL,Clarksburg,Yolo,0.0,7.0,0.0,3.61,
DENAIR HIGH SCHOOL,Denair,Stanislaus,0.0,0.0,,,
DESERT HIGH SCHOOL,Edwards,Kern,0.0,0.0,,,
DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,0.0,0.0,,,
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,133.0,267.0,49.81,3.78,4.08
DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,19.0,32.0,59.38,3.99,4.19
DINUBA HIGH SCHOOL,Dinuba,Tulare,4.0,8.0,50.0,3.4,
DIXON HIGH SCHOOL,Dixon,Solano,3.0,10.0,30.0,3.8,
DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,3.0,6.0,50.0,3.6,
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,13.0,25.0,52.0,3.71,4.08
DOS PALOS HIGH SCHOOL,Dos Palos,Merced,0.0,0.0,,,
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,33.0,64.0,51.56,3.95,4.15
DOWNEY HIGH SCHOOL,Downey,Los Angeles,15.0,36.0,41.67,3.75,3.97
DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,12.0,25.0,48.0,3.67,3.94
DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,5.0,11.0,45.45,3.83,4.21
DUARTE HIGH SCHOOL,Duarte,Los Angeles,8.0,11.0,72.73,3.81,4.1
DUBLIN HIGH SCHOOL,Dublin,Alameda,14.0,26.0,53.85,3.93,4.13
DUNSMUIR HIGH SCHOOL,Dunsmuir,Siskiyou,0.0,0.0,,,
DURHAM HIGH SCHOOL,Durham,Butte,6.0,9.0,66.67,3.89,4.05
EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,11.0,24.0,45.83,3.79,4.08
EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,6.0,15.0,40.0,3.87,4.25
EAST HIGH SCHOOL,Fortuna,Humboldt,0.0,0.0,,,
EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,0.0,0.0,,,
EAST SIDE ADULT EDUC PROGRAM,San Jose,Santa Clara,0.0,0.0,,,
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,0.0,9.0,0.0,3.61,
EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,40.0,87.0,45.98,3.76,4.01
EDISON HIGH SCHOOL,Fresno,Fresno,26.0,43.0,60.47,3.88,4.05
EDISON HIGH SCHOOL,Huntington Beach,Orange,16.0,60.0,26.67,3.53,4.01
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,14.0,22.0,63.64,3.83,4.04
EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,11.0,19.0,57.89,3.77,4.02
EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,14.0,26.0,53.85,3.52,3.81
EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,7.0,20.0,35.0,3.72,3.88
EL CAMINO HIGH,South San Francisco,San Mateo,10.0,29.0,34.48,3.76,4.29
EL CAMINO HIGH SCHOOL,Oceanside,San Diego,23.0,40.0,57.5,3.65,3.9
EL CAMINO HIGH SCHOOL,Ventura,Ventura,0.0,0.0,,,
EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,50.0,145.0,34.48,3.59,3.98
EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,12.0,22.0,54.55,3.8,4.08
EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,37.0,75.0,49.33,3.77,4.1
EL DORADO HIGH SCHOOL,Placentia,Orange,21.0,45.0,46.67,3.58,3.93
EL DORADO HIGH SCHOOL,Placerville,El Dorado,10.0,15.0,66.67,3.87,3.97
EL MODENA HIGH SCHOOL,Orange,Orange,16.0,32.0,50.0,3.69,3.94
EL MOLINO HIGH SCHOOL,Forestville,Sonoma,10.0,23.0,43.48,3.8,4.0
EL MONTE HIGH SCHOOL,El Monte,Los Angeles,11.0,29.0,37.93,3.47,4.02
EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,11.0,33.0,33.33,3.49,3.85
EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,9.0,28.0,32.14,3.7,4.21
EL TORO HIGH SCHOOL,Lake Forest,Orange,23.0,65.0,35.38,3.59,4.02
ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,5.0,8.0,62.5,3.56,3.8
ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,11.0,27.0,40.74,3.78,4.14
ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,4.0,7.0,57.14,3.98,
ELSINORE HIGH SCHOOL,Wildomar,Riverside,7.0,16.0,43.75,3.9,4.2
EMERY SECONDARY SCHOOL,Emeryville,Alameda,0.0,0.0,,,
ENCINA HIGH SCHOOL,Sacramento,Sacramento,5.0,9.0,55.56,3.91,4.0
ENCINAL HIGH SCHOOL,Alameda,Alameda,14.0,27.0,51.85,3.53,3.9
ENTERPRISE HIGH SCHOOL,Redding,Shasta,11.0,13.0,84.62,3.94,3.94
ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,10.0,29.0,34.48,3.7,4.16
ESCALON HIGH SCHOOL,Escalon,San Joaquin,4.0,6.0,66.67,3.91,
ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,7.0,7.0,100.0,4.01,4.01
ESCONDIDO HIGH SCHOOL,Escondido,San Diego,14.0,22.0,63.64,3.84,4.04
ESPARTO HIGH SCHOOL,Esparto,Yolo,0.0,0.0,,,
ESPERANZA HIGH SCHOOL,Anaheim,Orange,63.0,131.0,48.09,3.84,4.1
ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,0.0,5.0,0.0,3.87,
ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,27.0,54.0,50.0,3.91,4.04
ETNA UNION HIGH SCHOOL,Etna,Siskiyou,0.0,0.0,,,
EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,4.0,10.0,40.0,3.87,
EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,4.0,19.0,21.05,3.54,
EXCELSIOR HIGH SCHOOL,Norwalk,Los Angeles,0.0,0.0,,,
EXETER UNION HIGH SCHOOL,Exeter,Tulare,3.0,9.0,33.33,3.65,
FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,15.0,32.0,46.88,3.47,3.98
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,9.0,25.0,36.0,3.6,3.97
FALL RIVER JUNIOR-SENIOR HS,Mcarthur,Shasta,0.0,0.0,,,
FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,23.0,53.0,43.4,3.66,3.91
FAR WEST HIGH SCHOOL,Oakland,Alameda,0.0,0.0,,,
FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,0.0,7.0,0.0,3.28,
FERNDALE HIGH SCHOOL,Ferndale,Humboldt,0.0,0.0,,,
FILLMORE HIGH SCHOOL,Fillmore,Ventura,17.0,22.0,77.27,3.84,3.99
FLORIN HIGH SCHOOL,Sacramento,Sacramento,17.0,43.0,39.53,3.73,3.98
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,18.0,39.0,46.15,3.85,4.1
FOLSOM HIGH SCHOOL,Folsom,Sacramento,18.0,42.0,42.86,3.75,4.17
FONTANA HIGH SCHOOL,Fontana,San Bernardino,10.0,19.0,52.63,3.56,3.79
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,7.0,13.0,53.85,3.92,4.11
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,8.0,14.0,57.14,3.99,4.13
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,40.0,89.0,44.94,3.77,4.05
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,3.0,6.0,50.0,3.62,
FOOTHILL HIGH SCHOOL,San Jose,Santa Clara,3.0,5.0,60.0,3.91,
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,42.0,76.0,55.26,3.81,4.08
FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,4.0,8.0,50.0,3.76,
FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,0.0,0.0,,,
FOSHAY LEARNING CENTER,Los Angeles,Los Angeles,3.0,8.0,37.5,3.55,
FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,41.0,94.0,43.62,3.74,4.07
FOWLER HIGH SCHOOL,Fowler,Fresno,5.0,7.0,71.43,3.94,4.06
FRANCISCO BRAVO MEDICAL MAGNET,Los Angeles,Los Angeles,41.0,94.0,43.62,3.61,3.94
FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,3.0,8.0,37.5,3.3,
FRAZIER MOUNTAIN HIGH SCHOOL,Lebec,Kern,0.0,0.0,,,
FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,20.0,43.0,46.51,3.85,4.03
FREEDOM HIGH SCHOOL,Oakley,Contra Costa,4.0,8.0,50.0,3.83,
FREMONT HIGH SCHOOL,Oakland,Alameda,0.0,6.0,0.0,3.5,
FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,20.0,37.0,54.05,3.9,4.09
FRESNO HIGH SCHOOL,Fresno,Fresno,0.0,9.0,0.0,3.64,
FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,13.0,21.0,61.9,3.92,4.16
GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,22.0,59.0,37.29,3.68,3.97
GAHR HIGH SCHOOL,Cerritos,Los Angeles,13.0,50.0,26.0,3.7,4.17
