school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,0,5,0.0,,
ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,0,7,0.0,,
ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,0,0,,3.84,
ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,0,11,0.0,3.72,
ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,0,0,,,
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,0,7,0.0,4.04,4.31
ATWATER HIGH SCHOOL,Atwater,Merced,3,14,21.43,3.8,
AUDEO CHARTER SCHOOL,San Diego,San Diego,0,0,,,
AVALON HIGH SCHOOL,Avalon,Los Angeles,0,0,,,
AVENAL HIGH SCHOOL,Avenal,Kings,0,0,,3.46,
AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,0,0,,,
AZUSA HIGH SCHOOL,Azusa,Los Angeles,6,17,35.29,3.62,
BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,3,13,23.08,3.92,4.19
BALBOA HIGH SCHOOL,San Francisco,San Francisco,19,69,27.54,3.87,4.25
BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,10,31,32.26,3.69,4.21
BANNING HIGH SCHOOL,Banning,Riverside,8,20,40.0,3.41,
BARSTOW HIGH SCHOOL,Barstow,San Bernardino,0,8,0.0,3.58,
BASSETT HIGH SCHOOL,La Puente,Los Angeles,5,18,27.78,3.78,4.04
BAY AREA TECHNOLOGY-BAYTECH,Oakland,Alameda,0,0,,,
BAYSHORE PREP CHARTER,San Marcos,San Diego,0,0,,,
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,4,22,18.18,3.85,4.17
BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,3,7,42.86,3.8,
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,10,31,32.26,3.64,4.21
BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,8,47,17.02,3.5,4.11
BELL HIGH SCHOOL,Bell,Los Angeles,17,57,29.82,3.73,4.12
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,24,49,48.98,3.92,4.25
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,4,15,26.67,3.86,4.13
BELMONT COMMUNITY ADULT SCHOOL,Los Angeles,Los Angeles,0,0,,,
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,7,27,25.93,3.84,4.21
BENICIA HIGH SCHOOL,Benicia,Solano,8,40,20.0,3.94,4.25
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,11,41,26.83,3.76,4.04
BERKELEY HIGH SCHOOL,Berkeley,Alameda,49,169,28.99,3.94,4.27
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,47,158,29.75,3.74,4.09
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,8,11,72.73,,
BIGGS HIGH SCHOOL,Biggs,Butte,0,0,,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,14,41,34.15,3.66,4.06
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,0,0,,3.91,4.24
BITNEY COLLEGE PREP HS,Grass Valley,Nevada,0,0,,,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,4,14,28.57,3.58,
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,6,19,31.58,3.55,4.02
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,39,97,40.21,3.74,4.12
BONITA HIGH SCHOOL,La Verne,Los Angeles,15,36,41.67,3.85,4.21
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,26,96,27.08,3.73,4.24
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0,6,0.0,3.32,
BOYLE HEIGHTS TECHNOLOGY ACAD,Los Angeles,Los Angeles,0,0,,,
BRANHAM HIGH SCHOOL,San Jose,Santa Clara,11,33,33.33,3.91,4.27
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,0,14,0.0,3.72,
BREA OLINDA HIGH SCHOOL,Brea,Orange,28,67,41.79,3.86,4.22
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,3,9,33.33,,
BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,4,10,40.0,4.04,
BUENA HIGH SCHOOL,Ventura,Ventura,8,23,34.78,3.92,4.22
BUENA PARK HIGH SCHOOL,Buena Park,Orange,13,28,46.43,3.67,4.15
BUHACH COLONY HIGH SCHOOL,Atwater,Merced,7,21,33.33,3.87,4.21
BULLARD HIGH SCHOOL,Fresno,Fresno,19,39,48.72,3.94,4.34
BURBANK ADULT SCHOOL,Burbank,Los Angeles,0,0,,,
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,43,108,39.81,3.89,4.23
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,31,73,42.47,3.87,4.16
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,22,53,41.51,3.96,4.3
CA CONNECTIONS ACADEMY CAPISTRANO,San Juan Capistrano,Orange,0,0,,,
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,11,25,44.0,3.95,4.27
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,9,46,19.57,3.51,4.18
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,29,118,24.58,3.78,4.22
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,6,10,60.0,3.68,
CALEXICO HIGH SCHOOL,Calexico,Imperial,20,48,41.67,3.89,4.21
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,25,99,25.25,3.94,4.18
CALIFORNIA CITY HIGH SCHOOL,California City,Kern,0,0,,,
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,52,138,37.68,3.82,4.15
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,14,52,26.92,3.55,4.16
CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,0,7,0.0,3.82,
CALIFORNIA VIRTUAL ACAD SAN DIEGO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACAD SAN MATEO,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,0,0,,3.95,
CALIFORNIA VIRTUAL ACDM SONOMA,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL ACDMY KINGS,Simi Valley,Ventura,0,0,,,
CALIFORNIA VIRTUAL AT MARICOPA,Simi Valley,Ventura,0,0,,,
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0,0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0,0,,3.26,
CAMINO NUEVO HIGH SCHOOL,Los Angeles,Los Angeles,4,14,28.57,3.75,4.06
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,31,89,34.83,3.82,4.17
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,4,22,18.18,3.82,4.12
CANYON CREST ACADEMY,San Diego,San Diego,53,156,33.97,3.92,4.18
CANYON HIGH SCHOOL,Anaheim,Orange,34,108,31.48,3.93,4.31
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,18,46,39.13,3.8,4.16
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,25,68,36.76,3.94,4.29
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,8,43,18.6,3.61,4.16
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,45,105,42.86,3.92,4.24
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,11,25,44.0,3.81,4.08
CARLMONT HIGH SCHOOL,Belmont,San Mateo,54,144,37.5,3.94,4.21
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,40,101,39.6,3.84,4.24
CARLSBAD SEASIDE ACADEMY,Carlsbad,San Diego,0,0,,3.35,
CARLSON HOME/HOSPITAL SCHOOL,North Hollywood,Los Angeles,0,0,,,
CARMEL HIGH SCHOOL,Carmel,Monterey,12,24,50.0,3.81,4.28
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,3,9,33.33,3.81,
CARSON HIGH SCHOOL,Carson,Los Angeles,3,30,10.0,3.6,4.01
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,5,0.0,3.66,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,8,35,22.86,3.8,4.19
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,11,20,55.0,,
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,13,31,41.94,3.68,4.14
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0,0,,,
CASTLEMONT HIGH SCHOOL,Oakland,Alameda,0,8,0.0,3.68,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,46,122,37.7,3.84,4.24
CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,0,7,0.0,3.7,
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,11,46,23.91,3.74,4.19
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,10,19,52.63,3.95,4.33
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,3,10,30.0,3.41,
CENTENNIAL HIGH SCHOOL,Corona,Riverside,36,95,37.89,3.8,4.21
CENTER HIGH SCHOOL,Antelope,Sacramento,4,8,50.0,3.69,
CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,0,7,0.0,3.67,
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,11,35,31.43,3.73,4.12
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,11,33,33.33,3.72,4.05
CENTRAL VALLEY HIGH SCHOOL,Ceres,Stanislaus,5,14,35.71,4.15,4.26
CENTURY HIGH SCHOOL,Santa Ana,Orange,5,22,22.73,3.59,
CERES HIGH SCHOOL,Ceres,Stanislaus,0,6,0.0,3.89,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,43,145,29.66,3.76,4.2
CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,4,22,18.18,3.7,4.19
CESAR CHAVEZ LA ARTES MAGNET,San Fernando,Los Angeles,0,0,,,
CESAR E CHAVEZ HIGH SCHOOL,Delano,Kern,3,13,23.08,3.94,4.28
CHAFFEY DISTRICT ONLINE HS,Ontario,San Bernardino,0,0,,,
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,9,38,23.68,3.58,4.03
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,7,29,24.14,3.8,4.25
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,19,61,31.15,3.87,4.23
CHARTER COMMUNITY SCHOOL,Placerville,El Dorado,0,0,,,
CHARTER HS ARTS MEDIA PERFORM,Van Nuys,Los Angeles,0,15,0.0,3.85,4.16
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,7,39,17.95,3.7,4.22
CHARTER SCHOOL OF SAN DIEGO,San Diego,San Diego,0,6,0.0,3.79,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,15,63,23.81,3.74,4.13
CHICO SENIOR HIGH SCHOOL,Chico,Butte,20,30,66.67,3.95,4.23
CHINO HIGH SCHOOL,Chino,San Bernardino,10,42,23.81,3.72,4.19
CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,42,104,40.38,3.8,4.23
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,0,,,
CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,17,27,62.96,3.89,4.18
CHULA VISTA ADULT SCHOOL,Chula Vista,San Diego,0,0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,12,52,23.08,3.61,4.1
CIRCLE OF INDEPENDENT LEARNING,Fremont,Alameda,0,0,,,
CIS ACADEMY,Pasadena,Los Angeles,0,0,,,
CITRUS HILL HIGH SCHOOL,Perris,Riverside,13,39,33.33,3.77,4.26
CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,19,38,50.0,3.83,4.28
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,0,6,0.0,3.73,
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,3,18,16.67,3.57,4.19
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0,0,,3.61,
CIVITAS SCHOOL OF LEADERSHIP,Los Angeles,Los Angeles,0,12,0.0,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,14,36,38.89,3.81,4.13
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,42,93,45.16,3.93,4.24
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,13,64,20.31,3.77,4.14
CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,5,13,38.46,4.06,4.27
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,17,38,44.74,3.9,4.3
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,6,0.0,,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,27,96,28.12,3.79,4.17
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0,0,,3.56,
CLOVIS EAST HIGH SCHOOL,Clovis,Fresno,5,17,29.41,3.87,4.25
CLOVIS HIGH SCHOOL,Clovis,Fresno,7,22,31.82,3.93,4.28
CLOVIS NORTH HIGH SCHOOL,Fresno,Fresno,19,59,32.2,3.97,4.27
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,20,53,37.74,3.92,4.26
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,7,41,17.07,3.8,4.18
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,0,,3.57,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0,0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,5,11,45.45,4.08,4.25
COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,0,0,,,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,25,51,49.02,3.86,4.18
COLONY HIGH SCHOOL,Ontario,San Bernardino,7,26,26.92,3.79,4.16
COLTON HIGH SCHOOL,Colton,San Bernardino,10,32,31.25,3.44,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,4,16,25.0,3.31,
CONCORD HIGH SCHOOL,Concord,Contra Costa,4,7,57.14,3.85,4.22
CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,0,0,,,
CORCORAN HIGH SCHOOL,Corcoran,Kings,0,9,0.0,3.93,4.19
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,3,9,33.33,3.86,4.28
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,27,99,27.27,3.88,4.27
CORONA HIGH SCHOOL,Corona,Riverside,19,54,35.19,3.71,4.21
CORONADO HIGH SCHOOL,Coronado,San Diego,12,58,20.69,3.82,4.1
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,4,12,33.33,3.94,4.17
COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,13,47,27.66,4.11,4.31
COVINA HIGH SCHOOL,Covina,Los Angeles,5,23,21.74,3.81,4.27
CRAWFORD CHAMPS,San Diego,San Diego,7,9,77.78,3.8,
CRAWFORD HIGH SCHOOL,San Diego,San Diego,5,32,15.62,3.77,4.24
CRAWFORD IDEA,San Diego,San Diego,0,0,,,
CRAWFORD LAW AND BUSINESS,San Diego,San Diego,0,0,,,
CRAWFORD MULTIMEDIA & VIS ARTS,San Diego,San Diego,0,0,,,
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,3,23,13.04,3.55,
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,69,183,37.7,3.77,4.17
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,30,75,40.0,3.71,4.25
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,59,155,38.06,3.84,4.23
CYPRESS HIGH SCHOOL,Cypress,Orange,44,120,36.67,3.83,4.21
CYPRESS HIGH SCHOOL,Santa Cruz,Santa Cruz,0,0,,,
DA VINCI CHARTER ACADEMY,Davis,Yolo,0,10,0.0,3.94,
DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,0,15,0.0,,
DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,10,34,29.41,,
DANA HILLS HIGH SCHOOL,Dana Point,Orange,43,121,35.54,3.93,4.23
DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,0,6,0.0,3.7,
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,6,36,16.67,3.56,3.99
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,4,14,28.57,3.36,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,65,189,34.39,4.0,4.27
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,4,11,36.36,3.75,4.13
DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,12,31,38.71,3.74,4.14
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,0,11,0.0,3.79,4.22
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,4,16,25.0,3.92,4.22
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,0,0,,,
DEL NORTE HIGH SCHOOL,San Diego,San Diego,53,124,42.74,3.92,4.25
DEL ORO HIGH SCHOOL,Loomis,Placer,20,39,51.28,3.97,4.2
DELANO HIGH SCHOOL,Delano,Kern,6,10,60.0,3.72,
DELHI HIGH SCHOOL,Delhi,Merced,0,9,0.0,3.65,
DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,0,0,,,
DELTA HIGH SCHOOL,Clarksburg,Yolo,0,0,,,
DESERT HIGH SCHOOL,Edwards,Kern,0,6,0.0,,
DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,3,20,15.0,3.68,4.1
DESERT MIRAGE HIGH SCHOOL,Thermal,Riverside,10,38,26.32,3.73,4.21
DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,0,7,0.0,3.74,
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,108,342,31.58,3.88,4.23
DIAMOND RANCH HIGH SCHOOL,Pomona,Los Angeles,32,76,42.11,3.79,4.28
