school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,8,16.0,50.0,3.56,3.94
BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,6,14.0,42.86,3.63,4.14
BENICIA HIGH SCHOOL,Benicia,Solano,17,37.0,45.95,3.73,4.04
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,16,34.0,47.06,3.77,4.03
BERKELEY HIGH SCHOOL,Berkeley,Alameda,60,140.0,42.86,3.72,4.05
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,64,143.0,44.76,3.62,3.95
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,4,7.0,57.14,,
BIG VALLEY HIGH SCHOOL,Bieber,Lassen,0,0.0,,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,11,29.0,37.93,3.79,4.14
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,0,5.0,0.0,3.91,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,7,18.0,38.89,3.54,4.03
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,3,10.0,30.0,3.66,
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,6,14.0,42.86,3.85,4.19
BONITA HIGH SCHOOL,La Verne,Los Angeles,14,29.0,48.28,3.87,4.12
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,42,84.0,50.0,3.87,4.16
BORREGO SPRINGS HIGH SCHOOL,Borrego Springs,San Diego,0,0.0,,,
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,7,10.0,70.0,3.8,3.93
BREA OLINDA HIGH SCHOOL,Brea,Orange,23,45.0,51.11,3.79,4.09
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,3,8.0,37.5,,
BUENA HIGH SCHOOL,Ventura,Ventura,14,27.0,51.85,3.9,4.1
BUENA PARK HIGH SCHOOL,Buena Park,Orange,3,9.0,33.33,3.96,
BULLARD HIGH SCHOOL,Fresno,Fresno,26,49.0,53.06,3.94,4.24
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,12,32.0,37.5,3.72,3.97
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,33,69.0,47.83,3.81,4.07
BURNEY JUNIOR-SENIOR HS,Burney,Shasta,0,0.0,,,
BURROUGHS EVENING HIGH SCHOOL,Ridgecrest,Kern,0,0.0,,,
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,16,35.0,45.71,3.78,4.1
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,5,15.0,33.33,3.67,4.1
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,8,18.0,44.44,3.49,3.86
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,50,110.0,45.45,3.74,3.98
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,4,6.0,66.67,3.99,
CALEXICO HIGH SCHOOL,Calexico,Imperial,17,32.0,53.12,3.62,3.84
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,33,52.0,63.46,3.72,3.94
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,19,53.0,35.85,3.69,3.99
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,7,17.0,41.18,3.95,4.18
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,3,5.0,60.0,3.78,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0,0.0,,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,38,72.0,52.78,3.68,3.96
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,5,10.0,50.0,3.7,4.01
CANYON HIGH SCHOOL,Anaheim,Orange,31,97.0,31.96,3.62,4.07
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,11,20.0,55.0,3.83,3.98
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,37,62.0,59.68,3.95,4.18
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,10,29.0,34.48,3.74,4.13
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,22,78.0,28.21,3.68,4.07
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,7,15.0,46.67,3.92,4.21
CARLMONT HIGH SCHOOL,Belmont,San Mateo,24,63.0,38.1,3.73,4.15
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,26,61.0,42.62,3.81,4.17
CARLSBAD VILLAGE ACADEMY,Carlsbad,San Diego,0,0.0,,,
CARMEL HIGH SCHOOL,Carmel,Monterey,15,26.0,57.69,3.8,4.04
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,4,14.0,28.57,3.51,
CARSON HIGH SCHOOL,Carson,Los Angeles,12,34.0,35.29,3.74,4.15
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0,0.0,,,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,12,26.0,46.15,3.81,4.08
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,12,23.0,52.17,3.95,4.2
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,12,21.0,57.14,3.56,3.94
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0,6.0,0.0,3.5,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,26,53.0,49.06,3.78,4.11
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,6,16.0,37.5,3.66,4.05
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,11,31.0,35.48,3.76,4.16
CENTENNIAL HIGH SCHOOL,Corona,Riverside,6,13.0,46.15,3.91,4.1
CENTER HIGH SCHOOL,Antelope,Sacramento,5,8.0,62.5,4.01,4.22
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,0,0.0,,,
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,10,29.0,34.48,3.54,3.92
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0,0.0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,13,33.0,39.39,3.49,4.05
CERES HIGH SCHOOL,Ceres,Stanislaus,0,0.0,,,
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,62,176.0,35.23,3.56,4.0
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,4,10.0,40.0,3.75,
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,3,16.0,18.75,3.4,
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,3,12.0,25.0,3.77,
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,23,59.0,38.98,3.68,3.99
CHICO ADULT,Chico,Butte,0,0.0,,,
CHICO SENIOR HIGH SCHOOL,Chico,Butte,8,15.0,53.33,3.83,4.02
CHINO HIGH SCHOOL,Chino,San Bernardino,7,15.0,46.67,3.82,4.31
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0,0.0,,,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,9,21.0,42.86,3.52,3.93
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0,0.0,,,
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,12,17.0,70.59,3.96,4.13
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,56,121.0,46.28,3.77,4.03
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,13,35.0,37.14,3.7,4.08
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0,0.0,,,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,43,85.0,50.59,3.72,4.06
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0,0.0,,,
CLOVIS HIGH SCHOOL,Clovis,Fresno,18,36.0,50.0,3.84,4.08
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,32,83.0,38.55,3.7,4.06
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,7,18.0,38.89,3.64,4.14
COALINGA HIGH SCHOOL,Coalinga,Fresno,0,0.0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,3,11.0,27.27,3.94,
COLFAX HIGH SCHOOL,Colfax,Placer,7,13.0,53.85,3.89,4.17
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,10,21.0,47.62,3.78,4.12
COLTON HIGH SCHOOL,Colton,San Bernardino,7,23.0,30.43,3.72,4.06
COLUSA HIGH SCHOOL,Colusa,Colusa,0,0.0,,,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,0,0.0,,,
CONCORD HIGH SCHOOL,Concord,Contra Costa,4,12.0,33.33,3.82,
CONEJO VALLEY HIGH SCHOOL,Thousand Oaks,Ventura,0,0.0,,,
CORCORAN HIGH SCHOOL,Corcoran,Kings,4,9.0,44.44,3.68,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,6,11.0,54.55,3.8,4.12
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,23,53.0,43.4,3.74,4.08
CORONA HIGH SCHOOL,Corona,Riverside,3,13.0,23.08,3.75,
CORONADO HIGH SCHOOL,Coronado,San Diego,7,24.0,29.17,3.68,4.13
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,3,11.0,27.27,3.89,
COVINA HIGH SCHOOL,Covina,Los Angeles,7,12.0,58.33,4.03,4.19
CRAWFORD HIGH SCHOOL,San Diego,San Diego,12,27.0,44.44,3.58,3.94
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,0,24.0,0.0,3.29,
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,45,108.0,41.67,3.62,4.07
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,15,42.0,35.71,3.6,4.12
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,19,41.0,46.34,3.78,4.1
CYPRESS HIGH SCHOOL,Cypress,Orange,21,40.0,52.5,3.88,4.08
DANA HILLS HIGH SCHOOL,Dana Point,Orange,40,92.0,43.48,3.7,4.01
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,4,10.0,40.0,3.59,
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,0,0.0,,,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,51,116.0,43.97,3.77,4.02
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,3,7.0,42.86,3.93,
DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,5,12.0,41.67,3.68,4.16
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,12,28.0,42.86,3.87,4.15
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,5,12.0,41.67,3.68,4.0
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,3,7.0,42.86,4.02,
DEL ORO HIGH SCHOOL,Loomis,Placer,7,21.0,33.33,3.79,4.05
DELANO HIGH SCHOOL,Delano,Kern,3,9.0,33.33,3.81,
DELTA HIGH SCHOOL,Clarksburg,Yolo,0,0.0,,,
DENAIR HIGH SCHOOL,Denair,Stanislaus,0,0.0,,,
DESERT HIGH SCHOOL,Edwards,Kern,0,0.0,,,
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,91,198.0,45.96,3.77,4.09
DINUBA HIGH SCHOOL,Dinuba,Tulare,0,0.0,,,
DIXON HIGH SCHOOL,Dixon,Solano,3,7.0,42.86,3.91,
DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,0,6.0,0.0,3.49,
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,7,15.0,46.67,3.71,4.02
DOS PALOS HIGH SCHOOL,Dos Palos,Merced,0,0.0,,,
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,25,50.0,50.0,3.82,4.09
DOWNEY ADULT SCHOOL,Downey,Los Angeles,0,0.0,,,
DOWNEY HIGH SCHOOL,Downey,Los Angeles,24,45.0,53.33,3.66,3.96
DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,4,8.0,50.0,3.68,
DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,5,30.0,16.67,3.59,3.96
DUARTE HIGH SCHOOL,Duarte,Los Angeles,0,0.0,,,
DUBLIN HIGH SCHOOL,Dublin,Alameda,3,9.0,33.33,3.94,
DURHAM HIGH SCHOOL,Durham,Butte,0,0.0,,,
EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,11,16.0,68.75,3.89,4.1
EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,3,8.0,37.5,3.62,
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,3,6.0,50.0,3.95,
EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,14,61.0,22.95,3.62,4.02
EASTSIDE HIGH SCHOOL,Oakland,Alameda,0,0.0,,,
EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,0,0.0,,,
EDISON HIGH SCHOOL,Fresno,Fresno,20,39.0,51.28,3.91,4.11
EDISON HIGH SCHOOL,Huntington Beach,Orange,22,64.0,34.38,3.62,4.0
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,3,7.0,42.86,3.76,
EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,6,13.0,46.15,3.73,4.2
EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,8,18.0,44.44,3.7,3.95
EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,9,28.0,32.14,3.64,4.04
EL CAMINO HIGH,South San Francisco,San Mateo,8,16.0,50.0,3.82,4.25
EL CAMINO HIGH SCHOOL,Oceanside,San Diego,9,21.0,42.86,3.61,3.96
EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,38,105.0,36.19,3.59,4.01
EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,16,38.0,42.11,3.87,4.18
EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,21,47.0,44.68,3.68,4.01
EL DORADO HIGH SCHOOL,Placentia,Orange,24,56.0,42.86,3.74,4.05
EL DORADO HIGH SCHOOL,Placerville,El Dorado,8,17.0,47.06,3.83,4.09
EL MODENA HIGH SCHOOL,Orange,Orange,25,41.0,60.98,3.86,4.08
EL MOLINO HIGH SCHOOL,Forestville,Sonoma,7,13.0,53.85,3.69,4.11
EL MONTE HIGH SCHOOL,El Monte,Los Angeles,10,20.0,50.0,3.74,4.15
EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,0,11.0,0.0,3.38,
EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,6,18.0,33.33,3.81,4.1
EL TORO HIGH SCHOOL,Lake Forest,Orange,20,63.0,31.75,3.57,3.94
ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,0,0.0,,,
ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,6,28.0,21.43,3.76,4.21
ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,3,7.0,42.86,3.82,
ELSINORE HIGH SCHOOL,Wildomar,Riverside,3,11.0,27.27,3.65,
ENCINA HIGH SCHOOL,Sacramento,Sacramento,0,0.0,,,
ENCINAL HIGH SCHOOL,Alameda,Alameda,0,12.0,0.0,3.53,
ENTERPRISE HIGH SCHOOL,Redding,Shasta,0,5.0,0.0,3.79,
ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,9,16.0,56.25,3.99,4.19
ESCALON HIGH SCHOOL,Escalon,San Joaquin,0,0.0,,,
ESCONDIDO HIGH SCHOOL,Escondido,San Diego,16,27.0,59.26,3.81,4.01
ESPERANZA HIGH SCHOOL,Anaheim,Orange,61,98.0,62.24,3.93,4.13
ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,0,0.0,,,
ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,14,34.0,41.18,3.77,3.98
EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,6,16.0,37.5,3.85,3.96
EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,3,14.0,21.43,3.67,
EXETER UNION HIGH SCHOOL,Exeter,Tulare,3,8.0,37.5,3.83,
FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,10,24.0,41.67,3.64,3.95
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,0,13.0,0.0,3.43,
FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,22,41.0,53.66,3.67,3.96
FERNDALE HIGH SCHOOL,Ferndale,Humboldt,0,0.0,,,
FILLMORE HIGH SCHOOL,Fillmore,Ventura,0,0.0,,,
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,0,0.0,,,
FLORIN HIGH SCHOOL,Sacramento,Sacramento,6,25.0,24.0,3.7,4.13
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,12,35.0,34.29,3.8,4.15
FOLSOM HIGH SCHOOL,Folsom,Sacramento,12,39.0,30.77,3.8,4.16
FONTANA HIGH SCHOOL,Fontana,San Bernardino,5,16.0,31.25,3.68,4.17
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,3,5.0,60.0,3.71,
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,4,6.0,66.67,4.16,
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,17,46.0,36.96,3.7,3.95
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,0,0.0,,,
FOOTHILL HIGH SCHOOL,San Jose,Santa Clara,0,0.0,,,
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,50,96.0,52.08,3.79,4.08
FOOTHILLS HIGH SCHOOL,San Marcos,San Diego,0,0.0,,,
FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,0,0.0,,,
FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,5,10.0,50.0,3.79,4.1
FOSHAY LEARNING CENTER,Los Angeles,Los Angeles,0,0.0,,,
FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,31,92.0,33.7,3.65,4.07
FOWLER HIGH SCHOOL,Fowler,Fresno,0,0.0,,,
FRANCISCO BRAVO MEDICAL MAGNET,Los Angeles,Los Angeles,26,71.0,36.62,3.54,4.05
FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,0,0.0,,,
FRAZIER MOUNTAIN HIGH SCHOOL,Lebec,Kern,0,0.0,,,
FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,6,19.0,31.58,3.73,4.16
FREEDOM HIGH SCHOOL,Oakley,Contra Costa,0,0.0,,,
FREMONT HIGH SCHOOL,Oakland,Alameda,0,0.0,,,
FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,11,32.0,34.38,3.82,4.22
FRESNO HIGH SCHOOL,Fresno,Fresno,6,15.0,40.0,3.7,4.23
FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,9,14.0,64.29,3.87,4.07
GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,37,55.0,67.27,3.78,3.96
GAHR HIGH SCHOOL,Cerritos,Los Angeles,29,51.0,56.86,3.86,4.12
GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,6,15.0,40.0,3.55,3.99
GALT HIGH SCHOOL,Galt,Sacramento,3,12.0,25.0,3.89,
GANESHA HIGH SCHOOL,Pomona,Los Angeles,0,0.0,,,
GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,13,27.0,48.15,3.71,3.92
GARDENA HIGH SCHOOL,Gardena,Los Angeles,3,12.0,25.0,3.25,
GAREY HIGH SCHOOL,Pomona,Los Angeles,0,5.0,0.0,3.57,
GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,24,59.0,40.68,3.66,3.97
GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,3,11.0,27.27,3.26,
GEYSERVILLE NEW TECH ACADEMY,Geyserville,Sonoma,0,0.0,,,
GILBERT HIGH SCHOOL,Anaheim,Orange,0,0.0,,,
GILROY HIGH SCHOOL,Gilroy,Santa Clara,7,13.0,53.85,3.75,4.06
GLADSTONE HIGH SCHOOL,Covina,Los Angeles,0,0.0,,,
GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,35,77.0,45.45,3.72,4.0
GLENDALE HIGH SCHOOL,Glendale,Los Angeles,35,60.0,58.33,3.67,3.91
GLENDORA HIGH SCHOOL,Glendora,Los Angeles,22,42.0,52.38,3.9,4.16
GOLDEN SIERRA HIGH SCHOOL,Garden Valley,El Dorado,0,5.0,0.0,3.47,
GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,6,13.0,46.15,3.83,4.09
GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,9,15.0,60.0,3.88,4.07
GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,11,21.0,52.38,3.61,3.92
GONZALES HIGH SCHOOL,Gonzales,Monterey,0,6.0,0.0,3.49,
GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,6,21.0,28.57,3.74,4.15
GRANADA HIGH SCHOOL,Livermore,Alameda,10,19.0,52.63,3.81,4.05
GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,49,151.0,32.45,3.62,4.01
GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,9,36.0,25.0,3.73,4.11
GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,24,35.0,68.57,3.92,4.12
GRANT HIGH SCHOOL,Sacramento,Sacramento,0,0.0,,,
GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,83,118.0,70.34,3.81,4.01
GRIDLEY HIGH SCHOOL,Gridley,Butte,0,0.0,,,
GROSSMONT HIGH SCHOOL,El Cajon,San Diego,22,54.0,40.74,,
GUAJOME PARK ACADEMY,Vista,San Diego,0,0.0,,,
GUSTINE HIGH SCHOOL,Gustine,Merced,0,0.0,,,
HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,16,39.0,41.03,3.73,4.0
HAMILTON HUMANITIES MAGNET,Los Angeles,Los Angeles,0,0.0,,,
HAMILTON UNION HIGH SCHOOL,Hamilton City,Glenn,0,0.0,,,
