school,city,county,adm,app,acceptance_rate,app_gpa,adm_gpa
BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,8.0,18.0,44.44,3.66,4.07
BERKELEY ADULT SCHOOL,Berkeley,Alameda,0.0,0.0,,,
BERKELEY HIGH SCHOOL,Berkeley,Alameda,45.0,86.0,52.33,3.77,4.02
BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,46.0,134.0,34.33,3.53,3.96
BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,6.0,10.0,60.0,,
BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,10.0,31.0,32.26,3.62,4.14
BISHOP UNION HIGH SCHOOL,Bishop,Inyo,0.0,5.0,0.0,3.86,
BLAIR HIGH SCHOOL,Pasadena,Los Angeles,5.0,13.0,38.46,3.47,3.93
BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,0.0,8.0,0.0,3.54,
BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,4.0,10.0,40.0,3.56,
BONITA HIGH SCHOOL,La Verne,Los Angeles,17.0,28.0,60.71,3.95,4.14
BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,64.0,103.0,62.14,3.79,4.06
BORON HIGH SCHOOL,Boron,Kern,0.0,0.0,,,
BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,8.0,12.0,66.67,3.51,3.8
BREA OLINDA HIGH SCHOOL,Brea,Orange,19.0,47.0,40.43,3.59,3.91
BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,3.0,6.0,50.0,,
BUENA HIGH SCHOOL,Ventura,Ventura,20.0,36.0,55.56,3.89,4.16
BUENA PARK HIGH SCHOOL,Buena Park,Orange,0.0,7.0,0.0,3.94,
BULLARD HIGH SCHOOL,Fresno,Fresno,38.0,61.0,62.3,3.91,4.08
BURBANK SENIOR HIGH SCHOOL,Burbank,Los Angeles,12.0,37.0,32.43,3.67,4.07
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,32.0,62.0,51.61,3.75,4.05
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,23.0,34.0,67.65,3.75,3.91
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,0.0,0.0,,,
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,10.0,21.0,47.62,3.45,3.92
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,59.0,108.0,54.63,3.79,4.06
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,0.0,0.0,,,
CALEXICO HIGH SCHOOL,Calexico,Imperial,10.0,21.0,47.62,3.63,3.92
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,39.0,51.0,76.47,3.78,3.96
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,19.0,45.0,42.22,3.57,3.77
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,11.0,18.0,61.11,3.81,4.03
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,0.0,0.0,,,
CALISTOGA HIGH SCHOOL,Calistoga,Napa,0.0,0.0,,,
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,57.0,87.0,65.52,3.72,3.94
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,6.0,11.0,54.55,3.76,4.01
CANYON HIGH SCHOOL,Anaheim,Orange,31.0,73.0,42.47,3.69,4.03
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,9.0,25.0,36.0,3.64,3.91
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,36.0,54.0,66.67,3.87,4.03
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,11.0,18.0,61.11,3.73,3.93
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,32.0,69.0,46.38,3.83,4.09
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,3.0,8.0,37.5,3.63,
CARLMONT HIGH SCHOOL,Belmont,San Mateo,21.0,40.0,52.5,3.83,4.06
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,29.0,53.0,54.72,3.88,4.06
CARMEL HIGH SCHOOL,Carmel,Monterey,10.0,18.0,55.56,3.84,4.11
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,3.0,8.0,37.5,3.71,
CARSON HIGH SCHOOL,Carson,Los Angeles,13.0,28.0,46.43,3.88,4.15
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,0.0,0.0,,,
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,4.0,8.0,50.0,3.36,
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,12.0,19.0,63.16,3.93,4.06
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,13.0,28.0,46.43,3.57,3.82
CASTLEMONT BUS INFORM TECH SCH,Oakland,Alameda,0.0,0.0,,,
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,24.0,43.0,55.81,3.7,3.96
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,3.0,9.0,33.33,3.4,
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,8.0,14.0,57.14,4.0,4.19
CENTENNIAL HIGH SCHOOL,Corona,Riverside,9.0,29.0,31.03,3.83,4.22
CENTER HIGH SCHOOL,Antelope,Sacramento,6.0,8.0,75.0,4.08,4.12
CENTRAL EAST HIGH SCHOOL,Fresno,Fresno,0.0,0.0,,,
CENTRAL UNION HIGH SCHOOL,El Centro,Imperial,11.0,20.0,55.0,3.75,3.93
CENTRAL VALLEY HIGH SCHOOL,Shasta Lake,Shasta,0.0,0.0,,,
CENTURY HIGH SCHOOL,Santa Ana,Orange,6.0,22.0,27.27,3.46,3.9
CERES HIGH SCHOOL,Ceres,Stanislaus,5.0,5.0,100.0,3.7,3.7
CERRITOS HIGH SCHOOL,Cerritos,Los Angeles,75.0,172.0,43.6,3.52,3.82
CHAFFEY HIGH SCHOOL,Ontario,San Bernardino,0.0,6.0,0.0,3.64,
CHANNEL ISLANDS HIGH SCHOOL,Oxnard,Ventura,6.0,15.0,40.0,3.8,4.07
CHARTER OAK HIGH SCHOOL,Covina,Los Angeles,9.0,27.0,33.33,3.77,4.11
CHATSWORTH HIGH SCHOOL,Chatsworth,Los Angeles,22.0,56.0,39.29,3.46,3.77
CHICO SENIOR HIGH SCHOOL,Chico,Butte,6.0,14.0,42.86,3.81,4.29
CHINO HIGH SCHOOL,Chino,San Bernardino,3.0,12.0,25.0,3.76,
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0.0,7.0,0.0,3.2,
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,14.0,27.0,51.85,3.76,3.97
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,14.0,20.0,70.0,3.97,4.09
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,51.0,99.0,51.52,3.8,4.06
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,21.0,38.0,55.26,3.95,4.16
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0.0,0.0,,,
CLEVELAND HIGH SCHOOL,Reseda,Los Angeles,29.0,60.0,48.33,3.75,4.03
CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,0.0,0.0,,,
CLOVIS HIGH SCHOOL,Clovis,Fresno,10.0,28.0,35.71,3.67,4.11
CLOVIS WEST HIGH SCHOOL,Fresno,Fresno,30.0,66.0,45.45,3.71,3.95
COACHELLA VALLEY HIGH SCHOOL,Thermal,Riverside,0.0,20.0,0.0,3.51,
COALINGA HIGH SCHOOL,Coalinga,Fresno,0.0,0.0,,,
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,0.0,0.0,,,
COLFAX HIGH SCHOOL,Colfax,Placer,4.0,7.0,57.14,4.22,
COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,15.0,33.0,45.45,3.74,4.0
COLTON HIGH SCHOOL,Colton,San Bernardino,5.0,16.0,31.25,3.58,3.89
COLUSA HIGH SCHOOL,Colusa,Colusa,0.0,0.0,,,
COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,0.0,5.0,0.0,3.18,
CONCORD HIGH SCHOOL,Concord,Contra Costa,5.0,7.0,71.43,3.93,4.09
CORCORAN HIGH SCHOOL,Corcoran,Kings,3.0,8.0,37.5,3.78,
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,5.0,7.0,71.43,3.68,3.93
CORNING UNION HIGH SCHOOL,Corning,Tehama,0.0,0.0,,,
CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,22.0,56.0,39.29,3.61,3.95
CORONA HIGH SCHOOL,Corona,Riverside,8.0,26.0,30.77,3.73,4.13
CORONADO HIGH SCHOOL,Coronado,San Diego,9.0,14.0,64.29,3.71,4.02
COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,8.0,13.0,61.54,3.95,4.09
COVINA HIGH SCHOOL,Covina,Los Angeles,3.0,8.0,37.5,3.74,
CRAWFORD HIGH SCHOOL,San Diego,San Diego,15.0,28.0,53.57,3.68,4.02
CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,0.0,10.0,0.0,3.09,
CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,45.0,93.0,48.39,3.62,3.92
CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,10.0,35.0,28.57,3.53,3.97
CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,20.0,43.0,46.51,3.73,4.08
CYPRESS HIGH SCHOOL,Cypress,Orange,12.0,34.0,35.29,3.64,4.06
DANA HILLS HIGH SCHOOL,Dana Point,Orange,22.0,59.0,37.29,3.7,3.91
DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,8.0,11.0,72.73,3.74,3.91
DAVID STARR JORDAN HS,Los Angeles,Los Angeles,4.0,5.0,80.0,3.94,
DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,58.0,99.0,58.59,3.79,3.98
DE ANZA HIGH SCHOOL,Richmond,Contra Costa,4.0,7.0,57.14,3.84,
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,11.0,18.0,61.11,4.0,4.19
DEL MAR HIGH SCHOOL,San Jose,Santa Clara,5.0,14.0,35.71,3.78,4.16
DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,0.0,0.0,,,
DEL ORO HIGH SCHOOL,Loomis,Placer,7.0,17.0,41.18,3.81,3.96
DEL VALLE HIGH SCHOOL,Walnut Creek,Contra Costa,0.0,0.0,,,
DELANO HIGH SCHOOL,Delano,Kern,6.0,12.0,50.0,3.76,3.98
DELTA HIGH SCHOOL,Clarksburg,Yolo,0.0,0.0,,,
DENAIR HIGH SCHOOL,Denair,Stanislaus,0.0,0.0,,,
DESERT HIGH SCHOOL,Edwards,Kern,0.0,0.0,,,
DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,114.0,212.0,53.77,3.81,4.07
DINUBA HIGH SCHOOL,Dinuba,Tulare,0.0,0.0,,,
DIXON HIGH SCHOOL,Dixon,Solano,5.0,6.0,83.33,4.06,4.22
DOMINGUEZ SENIOR HIGH SCHOOL,Compton,Los Angeles,0.0,0.0,,,
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,0.0,0.0,,,
DOS PUEBLOS HIGH SCHOOL,Goleta,Santa Barbara,29.0,43.0,67.44,4.04,4.17
DOWNEY HIGH SCHOOL,Downey,Los Angeles,10.0,35.0,28.57,3.44,3.89
DOWNTOWN MAGNETS HIGH SCHOOL,Los Angeles,Los Angeles,3.0,6.0,50.0,3.58,
DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,3.0,11.0,27.27,3.82,
DR JOHN H MILOR HIGH SCHOOL,Rialto,San Bernardino,0.0,0.0,,,
DUARTE HIGH SCHOOL,Duarte,Los Angeles,0.0,0.0,,,
DUBLIN HIGH SCHOOL,Dublin,Alameda,6.0,13.0,46.15,3.8,3.84
DURHAM HIGH SCHOOL,Durham,Butte,0.0,0.0,,,
EAGLE MOUNTAIN HIGH SCHOOL,Eagle Mountain,Riverside,0.0,0.0,,,
EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,9.0,24.0,37.5,3.6,4.14
EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,0.0,0.0,,,
EAST LA SKILLS CTR - WILSON HS,Los Angeles,Los Angeles,0.0,0.0,,,
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,0.0,0.0,,,
EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,16.0,42.0,38.1,3.62,3.96
EDISON HIGH SCHOOL,Fresno,Fresno,29.0,34.0,85.29,3.77,3.87
EDISON HIGH SCHOOL,Huntington Beach,Orange,25.0,50.0,50.0,3.76,4.07
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,4.0,5.0,80.0,3.87,
EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,4.0,9.0,44.44,3.67,
EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,6.0,11.0,54.55,3.82,3.99
EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,11.0,25.0,44.0,3.81,4.09
EL CAMINO HIGH,South San Francisco,San Mateo,3.0,8.0,37.5,3.8,
EL CAMINO HIGH SCHOOL,Oceanside,San Diego,15.0,22.0,68.18,3.77,3.9
EL CAMINO HIGH SCHOOL,Ventura,Ventura,0.0,0.0,,,
EL CAMINO REAL ADULT,Woodland Hills,Los Angeles,0.0,0.0,,,
EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,33.0,87.0,37.93,3.49,3.79
EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,28.0,33.0,84.85,4.1,4.21
EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,24.0,46.0,52.17,3.73,4.02
EL DORADO HIGH SCHOOL,Placentia,Orange,19.0,44.0,43.18,3.69,4.1
EL DORADO HIGH SCHOOL,Placerville,El Dorado,0.0,9.0,0.0,3.78,
EL MODENA HIGH SCHOOL,Orange,Orange,6.0,25.0,24.0,3.68,3.92
EL MOLINO HIGH SCHOOL,Forestville,Sonoma,0.0,0.0,,,
EL MONTE HIGH SCHOOL,El Monte,Los Angeles,0.0,18.0,0.0,3.3,
EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,4.0,10.0,40.0,3.62,
EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,13.0,20.0,65.0,3.91,4.05
EL TORO HIGH SCHOOL,Lake Forest,Orange,21.0,47.0,44.68,3.59,3.8
ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,0.0,0.0,,,
ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,12.0,28.0,42.86,3.87,4.07
ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,0.0,0.0,,,
ELSINORE HIGH SCHOOL,Wildomar,Riverside,0.0,9.0,0.0,3.7,
ENCINAL HIGH SCHOOL,Alameda,Alameda,4.0,18.0,22.22,3.69,
ENTERPRISE HIGH SCHOOL,Redding,Shasta,0.0,0.0,,,
ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,10.0,17.0,58.82,3.77,4.07
ESCALON HIGH SCHOOL,Escalon,San Joaquin,0.0,0.0,,,
ESCONDIDO HIGH SCHOOL,Escondido,San Diego,17.0,24.0,70.83,3.79,4.05
ESPARTO HIGH SCHOOL,Esparto,Yolo,0.0,0.0,,,
ESPERANZA HIGH SCHOOL,Anaheim,Orange,31.0,62.0,50.0,3.74,3.98
ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,4.0,7.0,57.14,3.69,
ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,12.0,37.0,32.43,3.62,3.94
EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,0.0,6.0,0.0,3.9,
EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,0.0,5.0,0.0,3.74,
EXETER UNION HIGH SCHOOL,Exeter,Tulare,6.0,7.0,85.71,3.63,3.78
FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,9.0,20.0,45.0,3.74,3.97
FAIRFIELD HIGH SCHOOL,Fairfield,Solano,8.0,14.0,57.14,3.77,3.97
FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,25.0,40.0,62.5,3.66,3.86
FILLMORE HIGH SCHOOL,Fillmore,Ventura,0.0,5.0,0.0,3.63,
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,0.0,0.0,,,
FLORIN HIGH SCHOOL,Sacramento,Sacramento,19.0,35.0,54.29,3.83,4.11
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,11.0,28.0,39.29,3.82,3.92
FOLSOM HIGH SCHOOL,Folsom,Sacramento,17.0,35.0,48.57,3.87,4.19
FONTANA HIGH SCHOOL,Fontana,San Bernardino,8.0,16.0,50.0,3.82,4.01
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,0.0,0.0,,,
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,0.0,0.0,,,
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,10.0,29.0,34.48,3.6,3.85
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,,,
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,44.0,90.0,48.89,3.72,4.0
FORT BRAGG HIGH SCHOOL,Fort Bragg,Mendocino,0.0,0.0,,,
FORTUNA UNION HIGH SCHOOL,Fortuna,Humboldt,4.0,7.0,57.14,3.91,
FOUNTAIN VALLEY HIGH SCHOOL,Fountain Valley,Orange,41.0,90.0,45.56,3.71,4.05
FOWLER HIGH SCHOOL,Fowler,Fresno,0.0,0.0,,,
FRANCISCO BRAVO MEDICAL MAGNET,Los Angeles,Los Angeles,32.0,59.0,54.24,3.67,3.97
FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,0.0,7.0,0.0,3.67,
FRAZIER MOUNTAIN HIGH SCHOOL,Lebec,Kern,0.0,0.0,,,
FRED C BEYER HIGH SCHOOL,Modesto,Stanislaus,13.0,26.0,50.0,4.0,4.08
FREMONT HIGH SCHOOL,Oakland,Alameda,3.0,5.0,60.0,3.66,
FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,12.0,18.0,66.67,3.72,3.99
FRESNO HIGH SCHOOL,Fresno,Fresno,0.0,0.0,,,
FULLERTON UNION HIGH SCHOOL,Fullerton,Orange,0.0,8.0,0.0,3.86,
GABRIELINO HIGH SCHOOL,San Gabriel,Los Angeles,5.0,16.0,31.25,3.73,3.93
GAHR HIGH SCHOOL,Cerritos,Los Angeles,15.0,41.0,36.59,3.68,4.08
GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,0.0,8.0,0.0,3.42,
GALT HIGH SCHOOL,Galt,Sacramento,0.0,0.0,,,
GANESHA HIGH SCHOOL,Pomona,Los Angeles,0.0,0.0,,,
GARDEN GROVE ADULT SCHOOL,Garden Grove,Orange,0.0,0.0,,,
GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,7.0,17.0,41.18,3.7,4.1
GARDENA HIGH SCHOOL,Gardena,Los Angeles,0.0,8.0,0.0,3.42,
GAREY HIGH SCHOOL,Pomona,Los Angeles,0.0,8.0,0.0,3.31,
GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,20.0,45.0,44.44,3.69,3.93
GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,0.0,13.0,0.0,3.15,
GILROY HIGH SCHOOL,Gilroy,Santa Clara,4.0,9.0,44.44,3.61,
GLADSTONE HIGH SCHOOL,Covina,Los Angeles,0.0,0.0,,,
GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,34.0,71.0,47.89,3.65,3.89
GLENDALE HIGH SCHOOL,Glendale,Los Angeles,24.0,58.0,41.38,3.55,3.95
GLENDORA HIGH SCHOOL,Glendora,Los Angeles,8.0,28.0,28.57,3.64,3.98
GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,4.0,14.0,28.57,3.78,
GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,15.0,23.0,65.22,3.83,4.0
GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,10.0,14.0,71.43,3.73,3.92
GONZALES HIGH SCHOOL,Gonzales,Monterey,0.0,0.0,,,
GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,10.0,12.0,83.33,4.08,4.18
GRANADA HIGH SCHOOL,Livermore,Alameda,10.0,19.0,52.63,3.81,3.94
GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,53.0,125.0,42.4,3.76,4.11
GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,28.0,46.0,60.87,3.72,3.94
GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,69.0,108.0,63.89,3.64,3.9
GRIDLEY HIGH SCHOOL,Gridley,Butte,0.0,0.0,,,
GROSSMONT HIGH SCHOOL,El Cajon,San Diego,36.0,52.0,69.23,,
GUAJOME PARK ACADEMY,Vista,San Diego,0.0,0.0,,,
GUSTINE HIGH SCHOOL,Gustine,Merced,6.0,10.0,60.0,3.85,4.07
HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,7.0,18.0,38.89,3.56,4.01
HAMILTON HIGH SCHOOL,Anza,Riverside,0.0,0.0,,,
HAMILTON HUMANITIES MAGNET,Los Angeles,Los Angeles,0.0,0.0,,,
HAMILTON UNION HIGH SCHOOL,Hamilton City,Glenn,0.0,0.0,,,
HANFORD HIGH SCHOOL,Hanford,Kings,17.0,19.0,89.47,4.05,4.09
HANFORD JOINT UNION HS WEST,Hanford,Kings,6.0,6.0,100.0,3.98,3.98
